GEOID,POP10
62001,1752
62002,32704
62006,648
62009,1810
62010,11186
62011,284
62012,6654
62013,552
62014,4122
62015,487
62016,3816
62017,1185
62018,3604
62019,490
62021,936
62022,1138
62023,91
62024,9775
62025,33748
62027,536
62028,1276
62030,114
62031,970
62032,749
62033,4894
62034,13819
62035,16494
62036,704
62037,1993
62040,43735
62044,2009
62045,647
62046,713
62047,1555
62048,1459
62049,8470
62050,473
62051,950
62052,13002
62053,650
62054,872
62056,8930
62058,843
62059,746
62060,4847
62061,1718
62062,7658
62063,1214
62065,97
62067,2401
62069,3313
62070,37
62074,1087
62075,3458
62076,135
62077,347
62078,119
62079,256
62080,2508
62081,298
62082,3109
62083,295
62084,1606
62085,209
62086,1437
62087,2087
62088,6960
62089,489
62090,1189
62091,337
62092,2979
62093,435
62094,1152
62095,11237
62097,2828
62098,91
62201,7547
62203,8209
62204,7960
62205,9329
62206,16509
62207,8750
62208,17376
62214,1229
62215,1872
62216,2526
62217,807
62218,1481
62219,1009
62220,20504
62221,27858
62223,17560
62225,5381
62226,29744
62230,6194
62231,7589
62232,7260
62233,10037
62234,33430
62236,12562
62237,2659
62238,696
62239,4954
62240,1966
62241,1061
62242,1526
62243,5910
62244,1156
62245,1794
62246,10355
62248,320
62249,15971
62250,504
62253,696
62254,6089
62255,1001
62257,3214
62258,9199
62260,7290
62261,152
62262,1810
62263,5387
62264,3338
62265,4353
62266,254
62268,738
62269,31348
62271,2077
62272,1674
62273,426
62274,8410
62275,3621
62277,1314
62278,6690
62279,69
62280,444
62281,2155
62282,471
62284,636
62285,4484
62286,6008
62288,2918
62289,350
62292,947
62293,4748
62294,14367
62295,1599
62297,452
62298,16609
62301,33758
62305,18052
62311,860
62312,2162
62313,389
62314,611
62316,660
62319,264
62320,2185
62321,4091
62323,290
62324,1361
62325,403
62326,2478
62330,1769
62334,172
62336,47
62338,1473
62339,874
62340,1715
62341,3610
62343,712
62344,138
62345,357
62346,178
62347,2282
62348,170
62349,636
62351,1856
62352,271
62353,5637
62354,1684
62355,820
62356,571
62357,245
62358,752
