GEOID,POP10
08001,844
08002,22274
08003,30629
08004,12350
08005,22448
08006,518
08007,5250
08008,6975
08009,12854
08010,11539
08011,33
08012,38992
08014,504
08015,20763
08016,33540
08019,925
08020,2201
08021,44833
08022,8783
08023,451
08026,2274
08027,4888
08028,20078
08029,4784
08030,13410
08031,11584
08033,16261
08034,18151
08035,7566
08036,5917
08037,24308
08038,124
08039,137
08041,1002
08042,203
08043,29131
08045,2909
08046,31587
08048,12495
08049,5350
08050,24285
08051,10758
08052,19172
08053,45538
08054,41864
08055,27179
08056,4736
08057,21090
08059,5612
08060,24713
08061,2672
08062,15756
08063,3102
08064,311
08065,7398
08066,8437
08067,1635
08068,6727
08069,13076
08070,13059
08071,9551
08072,225
08073,203
08074,58
08075,28894
08077,18307
08078,8385
08079,10987
08080,37433
08081,50589
08083,9455
08084,7040
08085,18737
08086,7699
08087,24104
08088,24664
08089,4253
08090,8358
08091,5357
08092,3673
08093,9741
08094,39940
08095,236
08096,36116
08097,3293
08098,9090
08102,7565
08103,15190
08104,23851
08105,29077
08106,9874
08107,13675
08108,18045
08109,22407
08110,19008
08201,10007
08202,1444
08203,9454
08204,18557
08205,28626
08210,17167
08212,294
08215,13442
08217,70
08221,7092
08223,4125
08224,573
08225,8659
08226,11701
08230,5599
08232,19292
08234,42532
08240,2371
08241,1103
08242,3216
08243,2114
08244,10849
08246,92
08247,925
08248,158
08251,10364
08260,13661
08270,8492
08302,46872
08310,1670
08311,2057
08312,7875
08314,2511
08316,400
08317,1344
08318,12702
08319,1253
08320,1256
08321,247
08322,10524
08323,804
08324,526
08326,1761
08327,3070
08328,1347
08329,221
08330,28167
08332,36768
08340,979
08341,2239
08343,5030
08344,5847
08345,805
08346,843
08348,275
08349,2347
08350,825
08352,448
08353,516
08360,43355
08361,17352
08401,39554
08402,6354
08403,997
08406,10650
08501,6582
08502,11317
08505,17736
08510,5231
08511,826
08512,10105
08514,4477
08515,4637
08518,4986
08520,27869
08525,4767
08527,54392
08528,315
08530,8071
08533,6945
08534,12929
08535,5385
08536,20073
08540,47115
08542,5189
08550,19445
08551,5532
08553,682
08554,3818
08555,877
08558,6629
08559,4982
08560,3656
08561,226
08562,5371
08608,983
08609,13546
08610,30468
08611,28038
08618,38229
08619,22723
08620,14693
08628,9054
08629,12331
08638,22832
08640,7716
08641,3553
08648,32263
08690,18567
08691,15104
08701,92843
08720,843
08721,20512
08722,11045
08723,31641
08724,42352
08730,4774
08731,20009
08732,1484
08733,2752
08734,7651
08735,3114
08736,12578
08738,1042
08740,2010
08741,2488
08742,24405
08750,3528
08751,4212
08752,2074
08753,63678
08755,25302
08757,33217
08758,7043
08759,33263
08801,8551
08802,4067
08804,2771
08805,12254
08807,37972
08808,86
08809,6421
08810,8401
08812,14296
08816,46298
08817,44621
08820,39590
08821,354
08822,30354
08823,9016
08824,12115
08825,4707
08826,5838
08827,4629
08828,2178
08829,3725
08830,18459
08831,45620
08832,2863
08833,8796
08835,10344
08836,3845
08837,15847
08840,16558
08844,38367
08846,13635
08848,8435
08850,8281
08852,17220
08853,5247
08854,55961
08857,39898
08858,144
08859,21526
08861,53099
08863,12320
08865,29840
08867,5042
08869,6881
08872,18811
08873,49921
08876,22179
08879,23537
08880,4563
08882,16008
08884,8257
08886,7077
08887,1106
08889,10063
08890,17
08901,55223
08902,41153
08904,13982
