GEOID,POP10
50001,680
50002,1297
50003,6594
50005,730
50006,1676
50007,474
50008,878
50009,16136
50010,29359
50011,1390
50012,4062
50014,28094
50020,1407
50021,21595
50022,8494
50023,27986
50025,3325
50026,584
50027,285
50028,1681
50029,691
50032,399
50033,44
50034,490
50035,5387
50036,16287
50038,205
50039,329
50041,92
50042,309
50044,887
50046,1524
50047,5559
50048,861
50049,6493
50050,710
50051,283
50052,138
50054,3356
50055,913
50056,1372
50057,238
50058,1927
50060,2507
50061,1701
50062,741
50063,2604
50064,126
50065,583
50066,262
50067,302
50068,366
50069,1118
50070,1489
50071,1007
50072,2671
50073,1195
50074,334
50075,862
50076,1502
50078,126
50101,66
50102,87
50103,452
50104,128
50105,1158
50106,1039
50107,1099
50108,471
50109,2762
50111,9407
50112,11536
50115,2674
50116,299
50117,193
50118,1027
50119,498
50120,323
50122,1373
50123,818
50124,3750
50125,19556
50126,6853
50127,29
50128,360
50129,5228
50130,1648
50131,17499
50132,367
50133,567
50134,660
50135,1605
50136,445
50138,11720
50139,1288
50140,2969
50141,569
50142,931
50143,600
50144,2901
50146,438
50147,440
50148,432
50149,964
50150,984
50151,724
50153,734
50154,466
50155,255
50156,4412
50157,762
50158,31591
50160,465
50161,2047
50162,1233
50163,858
50164,652
50165,49
50166,1582
50167,748
50168,842
50169,3093
50170,2745
50171,2923
50173,696
50174,1429
50201,8199
50206,526
50207,2537
50208,20417
50210,1691
50211,11192
50212,3131
50213,6812
50214,850
50216,2824
50217,631
50218,139
50219,13939
50220,9020
50222,498
50223,480
50225,2940
50226,4724
50227,40
50228,2417
50229,932
50230,1083
50231,173
50232,537
50233,1388
50234,613
50235,483
50236,1550
50237,3095
50238,1182
50239,210
50240,2453
50242,439
50243,244
50244,1813
50246,735
50247,2515
50248,4420
50249,1332
50250,2330
50251,1270
50252,243
50254,282
50255,65
50256,501
50257,992
50258,1002
50261,2211
50262,453
50263,16069
50264,466
50265,31653
50266,23625
50268,993
50271,628
50272,152
50273,8251
50274,398
50275,532
50276,2517
50277,483
50278,842
50309,5431
50310,30221
50311,15113
50312,15339
50313,17376
50314,12465
50315,35853
50316,16440
50317,36207
50319,0
50320,20027
50321,7846
50322,31530
50323,10201
50324,4903
50325,15448
50327,10467
50401,29837
50420,377
50421,3032
50423,2976
50424,1482
50426,56
50428,9384
50430,518
50431,273
50432,252
50433,256
50434,498
50435,721
50436,5848
50438,4159
50439,289
50440,422
50441,5776
50444,353
50446,548
50447,1081
50448,695
50449,724
50450,2897
50451,537
50452,804
50453,588
50454,127
50455,450
50456,1741
50457,441
50458,2097
50459,3018
50460,364
50461,5613
50464,673
50465,250
50466,1828
50467,94
50468,1615
50469,1574
50470,275
50471,689
50472,2394
50473,268
50475,1757
50476,804
50477,347
50478,775
50479,684
50480,880
50482,774
50483,781
50484,444
50501,29078
50510,1116
50511,7137
50514,1452
50515,279
50516,719
50517,1051
50518,381
50519,624
50520,144
50521,104
50522,857
50523,604
50524,521
50525,3583
50527,223
50528,383
50529,837
50530,1205
50531,242
50532,873
50533,4130
50535,885
50536,4541
50538,503
50539,566
50540,1022
50541,872
50542,933
50543,1492
50544,515
50545,205
50546,346
50548,5869
50551,158
50554,1625
50556,292
50557,750
50558,618
50559,348
50560,590
50561,520
50562,527
50563,2500
50565,468
50566,433
50567,226
50568,1398
50569,836
50570,248
50571,394
50573,68
50574,2181
50575,969
50576,423
50577,410
50578,646
50579,2405
50581,996
50582,234
50583,2855
50585,1176
50586,307
50588,12756
50590,879
50591,320
50593,64
50594,298
50595,9165
50597,1293
50598,912
50599,380
50601,2464
50602,1603
50603,625
50604,1850
50605,168
50606,885
50607,481
50609,446
50611,392
50612,335
50613,42031
50616,10344
50619,2410
50620,54
50621,1530
50622,3206
50624,1743
50625,1004
50626,1804
50627,3456
50628,1374
50629,2418
50630,1728
50632,1107
50633,373
50634,713
50635,1602
50636,1982
50638,3313
50641,2017
50642,581
50643,2747
50644,8648
50645,1204
50647,1894
50648,4054
50650,737
50651,3578
50652,128
50653,639
50654,499
50655,873
50658,2518
50659,5488
50660,1333
50662,7238
50664,53
50665,2841
50666,1027
50667,795
50668,1249
50669,2436
50670,2024
50671,269
50672,594
50673,219
50674,3555
50675,2456
50676,2105
50677,12131
50680,1095
50681,457
50682,1572
50701,30324
50702,19970
50703,19863
50707,8509
50801,9590
50830,1743
50833,2305
50835,92
50836,457
50837,376
50839,34
50840,560
50841,2824
50842,105
50843,596
50845,811
50846,1123
50847,87
50848,378
50849,2740
50851,2087
50853,702
50854,2303
50857,272
50858,796
50859,584
50860,474
50861,274
50862,148
50863,293
50864,2057
