GEOID,POP10
10001,21102
10002,81410
10003,56024
10004,3089
10005,7135
10006,3011
10007,6988
10009,61347
10010,31834
10011,50984
10012,24090
10013,27700
10014,31959
10016,54183
10017,16575
10018,5229
10019,42870
10020,0
10021,43631
10022,31924
10023,60998
10024,59283
10025,94600
10026,34003
10027,59707
10028,45141
10029,76003
10030,26999
10031,56438
10032,57331
10033,53926
10034,38908
10035,33969
10036,24711
10037,17416
10038,20300
10039,24527
10040,41905
10044,11661
10065,32270
10069,5199
10075,26121
10103,3
10110,0
10111,0
10112,0
10115,0
10119,92
10128,60453
10152,0
10153,0
10154,0
10162,1685
10165,2
10167,0
10168,0
10169,0
10170,2
10171,0
10172,0
10173,2
10174,0
10177,0
10199,9
10271,0
10278,0
10279,0
10280,7853
10282,4783
10301,39706
10302,19088
10303,26337
10304,42193
10305,41749
10306,55909
10307,14096
10308,27357
10309,32519
10310,24962
10311,0
10312,59304
10314,85510
10451,45713
10452,75371
10453,78309
10454,37337
10455,39665
10456,86547
10457,70496
10458,79492
10459,47308
10460,57311
10461,50502
10462,75784
10463,67970
10464,4534
10465,42230
10466,67813
10467,97060
10468,76103
10469,66631
10470,15293
10471,22922
10472,66358
10473,58519
10474,12281
10475,40931
10501,1219
10502,5487
10503,108
10504,7987
10505,851
10506,5790
10507,6408
10509,19507
10510,9988
10511,2246
10512,25590
10514,11946
10516,5289
10517,539
10518,1268
10519,316
10520,12810
10522,10875
10523,7444
10524,4421
10526,1809
10527,908
10528,12280
10530,12604
10532,4931
10533,7322
10535,555
10536,10739
10537,2416
10538,16597
10541,26339
10543,20135
10545,141
10546,1277
10547,7647
10548,3487
10549,16638
10550,37144
10552,19786
10553,10170
10560,4737
10562,31796
10566,23570
10567,19929
10570,12680
10573,38352
10576,5116
10577,6552
10578,681
10579,8675
10580,17208
10583,38982
10588,2282
10589,8475
10590,6767
10591,22540
10594,5117
10595,8195
10596,1729
10597,968
10598,28647
10601,11376
10603,17045
10604,11250
10605,18126
10606,16499
10607,6824
10701,63393
10703,20301
10704,30165
10705,38777
10706,8679
10707,10097
10708,21225
10709,9292
10710,25120
10801,40827
10803,12435
10804,14146
10805,18414
10901,23465
10910,21
10911,2
10913,5532
10914,414
10915,119
10916,4540
10917,1968
10918,11647
10919,1040
10920,8554
10921,4135
10922,1559
10923,8732
10924,13120
10925,4539
10926,3203
10927,11910
10928,4175
10930,8958
10931,1023
10932,60
10933,473
10940,48418
10941,13779
10950,47226
10952,38917
10953,252
10954,23045
10956,31521
10958,3291
10960,15093
10962,5950
10963,4298
10964,1472
10965,14791
10968,2353
10969,1267
10970,9993
10973,2126
10974,3152
10975,281
10976,2258
10977,59048
10979,234
10980,13383
10983,5532
10984,2842
10985,58
10986,1974
10987,3395
10988,896
10989,9293
10990,20631
10992,9621
10993,4769
10994,7085
10996,6756
10998,3122
