GEOID,POP10
34101,10
34102,10460
34103,12150
34104,23691
34105,13933
34108,16874
34109,23338
34110,20762
34112,27002
34113,17971
34114,13653
34116,30005
34117,14250
34119,25756
34120,26147
34134,14112
34135,37315
34137,227
34138,359
34139,561
34140,273
34141,232
34142,27304
34145,16407
34201,3682
34202,19816
34203,34862
34205,29656
34207,29728
34208,33121
34209,31816
34210,15916
34211,2775
34212,15146
34215,768
34216,1503
34217,5007
34219,17135
34221,39457
34222,11952
34223,16875
34224,15394
34228,6888
34229,7192
34231,30268
34232,30969
34233,16653
34234,19788
34235,13640
34236,12394
34237,16304
34238,17500
34239,15038
34240,11501
34241,13590
34242,8865
34243,26115
34251,6351
34266,31055
34268,220
34269,3615
34275,16245
34285,17599
34286,17970
34287,23859
34288,10856
34289,2199
34291,7125
34292,13516
34293,33001
34420,16287
34428,9109
34429,8563
34431,7815
34432,12273
34433,6647
34434,8191
34436,7938
34442,14568
34445,44
34446,16326
34448,10797
34449,2809
34450,10293
34452,11919
34453,10112
34461,10562
34465,15870
34470,17838
34471,25152
34472,25968
34473,17029
34474,16062
34475,12177
34476,20862
34479,13032
34480,19068
34481,17536
34482,22500
34484,3069
34488,10291
34491,27454
34498,513
34601,22336
34602,7346
34604,10003
34606,26208
34607,8133
34608,31099
34609,37129
34610,12907
34613,17814
34614,6692
34637,6297
34638,20048
34639,24092
34652,24147
34653,30756
34654,21716
34655,38464
34661,297
34667,32144
34668,42619
34669,12648
34677,20842
34679,99
34681,1294
34683,31268
34684,25847
34685,17286
34688,7274
34689,26132
34690,13137
34691,21079
34695,17496
34698,37240
34705,2500
34711,51847
34714,14685
34715,15455
34731,10815
34734,3835
34736,13961
34737,2523
34739,793
34741,40828
34743,33632
34744,44142
34746,35022
34747,13692
34748,38246
34753,5353
34756,3006
34758,30879
34759,30170
34760,875
34761,37500
34762,622
34769,21399
34771,14280
34772,22770
34773,2983
34785,17406
34786,28092
34787,46083
34788,17519
34797,1293
34945,5514
34946,6025
34947,12186
34949,7103
34950,15436
34951,14115
34952,38285
34953,61494
34956,9874
34957,22257
34972,20180
34974,23661
34981,4239
34982,24544
34983,38480
34984,13764
34986,23297
34987,6118
34990,27707
34994,15967
34996,10649
34997,40405
