GEOID,POP10
83001,15851
83011,240
83012,180
83013,395
83014,3595
83025,400
83101,3104
83110,4307
83111,519
83112,666
83113,3278
83114,828
83115,830
83116,728
83118,1139
83119,172
83120,471
83121,14
83122,494
83123,711
83124,137
83126,334
83127,3041
83128,1601
83201,37199
83202,21608
83203,309
83204,18026
83209,1175
83210,3449
83211,6374
83212,137
83213,1644
83214,671
83215,26
83217,843
83218,338
83220,137
83221,27021
83223,139
83226,2504
83227,142
83228,522
83232,467
83233,109
83234,1213
83235,99
83236,2275
83237,1146
83238,109
83239,572
83241,1980
83243,80
83244,358
83245,2257
83246,1069
83250,1637
83251,1097
83252,4154
83253,165
83254,3617
83255,1213
83261,536
83262,1386
83263,9258
83271,531
83272,313
83274,9246
83276,4097
83277,111
83278,186
83281,93
83283,147
83285,131
83286,1241
83287,299
83301,52010
83302,196
83311,562
83312,168
83313,3625
83314,898
83316,9626
83318,17226
83320,1006
83321,550
83322,42
83323,1951
83324,788
83325,918
83327,970
83328,5347
83330,6599
83332,2361
83333,10472
83334,2060
83335,1840
83336,4951
83337,33
83338,19782
83340,4682
83341,6491
83342,1371
83344,1128
83346,1442
83347,3258
83348,132
83349,1062
83350,12268
83352,3330
83353,1335
83354,18
83355,5405
83401,37966
83402,26069
83404,21606
83406,15902
83414,544
83420,2539
83421,319
83422,3392
83423,860
83424,290
83425,581
83427,1372
83428,416
83429,1048
83431,876
83433,44
83434,1741
83435,653
83436,491
83440,34610
83442,19250
83443,1107
83444,1381
83445,7406
83446,48
83448,2451
83449,249
83450,1104
83451,791
83452,1484
83454,531
83455,4970
83460,860
83462,464
83463,130
83464,345
83465,109
83466,273
83467,6270
83468,170
83469,32
83501,34230
83520,194
83522,2215
83523,759
83524,989
83525,376
83526,278
83530,5404
83533,178
83535,1089
83536,4230
83537,1044
83539,2001
83540,2190
83541,1076
83542,129
83543,717
83544,6092
83545,484
83546,587
83547,219
83548,117
83549,908
83552,1225
83553,1100
83554,638
83555,564
83601,41
83602,24
83604,762
83605,39649
83607,21732
83610,946
83611,2453
83612,1925
83615,1571
83616,22780
83617,15422
83619,7201
83622,1737
83623,1517
83624,1195
83626,1192
83627,620
83628,4329
83629,1721
83631,1333
83632,214
83633,540
83634,24494
83636,153
83637,206
83638,5903
83639,3300
83641,3438
83642,37008
83643,129
83644,9976
83645,636
83646,47098
83647,20789
83648,3238
83650,552
83651,28611
83654,1672
83655,4397
83656,582
83657,174
83660,5890
83661,9881
83666,52
83669,7365
83670,553
83671,33
83672,8583
83676,4347
83677,44
83686,46224
83687,29697
83702,22293
83703,16565
83704,39628
83705,26631
83706,29732
83709,50034
83712,8148
83713,28103
83714,20290
83716,14523
83801,6150
83802,68
83803,744
83804,1254
83805,7437
83806,220
83808,147
83809,401
83810,1189
83811,1411
83812,66
83813,1158
83814,23371
83815,31015
83821,210
83822,2006
83823,1318
83824,348
83825,190
83826,45
83827,143
83830,733
83832,1524
83833,1164
83834,254
83835,19990
83836,1033
83837,3063
83839,1417
83840,227
83841,338
83842,148
83843,25866
83844,1353
83845,1742
83846,770
83847,1719
83848,137
83849,1925
83850,2129
83851,1691
83852,884
83854,37245
83855,2111
83856,6340
83857,691
83858,13656
83860,6119
83861,6360
83864,17076
83866,320
83867,616
83868,769
83869,4161
83870,312
83871,1938
83872,705
83873,1591
83874,64
83876,1442
