GEOID,POP10
43001,2400
43002,2262
43003,2917
43004,22727
43005,174
43006,822
43008,2479
43009,2135
43010,272
43011,7491
43013,1201
43014,3632
43015,48107
43016,31306
43017,37626
43019,8700
43021,10301
43022,4161
43023,13231
43025,5306
43026,54017
43028,7537
43029,664
43030,114
43031,12318
43032,77
43033,380
43035,24721
43036,258
43037,535
43040,31790
43044,5528
43045,1953
43046,3396
43050,29050
43054,20566
43055,59605
43056,17439
43060,2480
43061,3967
43062,27644
43064,12580
43065,38821
43066,1328
43067,1591
43068,51836
43070,133
43071,2351
43072,5948
43074,11655
43076,9051
43077,258
43078,20885
43080,5498
43081,55991
43082,29946
43084,841
43085,23258
43101,380
43102,4512
43103,10697
43105,8147
43106,1685
43107,3153
43109,118
43110,33847
43111,225
43112,4617
43113,23717
43115,1321
43116,1448
43117,73
43119,27698
43123,58424
43125,12161
43126,326
43127,283
43128,2309
43130,59570
43135,4445
43136,460
43137,2388
43138,18437
43140,24066
43142,111
43143,5694
43144,477
43145,1918
43146,12369
43147,38440
43148,2220
43149,2552
43150,2482
43151,322
43152,921
43153,971
43154,3150
43155,2543
43156,242
43157,610
43158,268
43160,22305
43162,6926
43164,2203
43201,35495
43202,20251
43203,8108
43204,42104
43205,12272
43206,21864
43207,45144
43209,27228
43210,9432
43211,21600
43212,18551
43213,30444
43214,24650
43215,12790
43217,2602
43219,27123
43220,24989
43221,31265
43222,4617
43223,27366
43224,38699
43227,21340
43228,50737
43229,46347
43230,51161
43231,19685
43232,42201
43235,38493
43240,3469
43302,54790
43310,3104
43311,19240
43314,3173
43315,7046
43316,6041
43317,168
43318,3864
43319,1040
43320,1588
43321,267
43322,374
43323,680
43324,2817
43326,13611
43330,118
43331,4485
43332,2323
43333,894
43334,6651
43336,39
43337,1108
43338,10489
43340,1721
43341,907
43342,3228
43343,1505
43344,5677
43345,920
43347,1530
43348,1984
43351,10436
43356,1103
43357,4763
43358,2521
43359,819
43360,1593
43402,31327
43403,5004
43406,1777
43407,639
43408,269
43410,10403
43412,4362
43413,1407
43416,2891
43420,30579
43430,4783
43431,4752
43432,1366
43433,95
43434,101
43435,1532
43437,427
43438,312
43439,113
43440,4875
43442,999
43443,1834
43445,1161
43446,25
43447,3450
43449,8278
43450,3619
43451,1119
43452,13811
43456,608
43457,1456
43458,414
43460,6289
43462,1163
43463,18
43464,1460
43465,5059
43466,2192
43467,106
43468,451
43469,3149
43501,788
43502,6933
43504,1094
43505,96
43506,14830
43511,940
43512,28674
43515,7979
43516,2951
43517,3744
43518,2726
43519,184
43521,2811
43522,3344
43523,62
43524,1236
43525,1152
43526,6072
43527,2287
43528,16430
43529,256
43531,216
43532,4015
43533,1553
43534,1784
43535,757
43536,394
43537,27276
43540,1501
43541,144
43542,3591
43543,7771
43545,14034
43547,284
43548,700
43549,1460
43551,37002
43553,252
43554,2408
43555,200
43556,1860
43557,3393
43558,13579
43560,32226
43565,348
43566,7613
43567,13283
43569,2818
43570,3106
43571,6783
43604,10154
43605,28346
43606,26429
43607,23958
43608,16515
43609,23687
43610,5105
43611,19207
43612,29674
43613,31635
43614,29290
43615,39441
43616,20873
43617,7500
43619,7499
43620,5858
43623,20149
43701,55643
43711,91
43713,7487
43716,1973
43717,164
43718,3209
43719,2601
43720,1300
43721,149
43722,420
43723,4984
43724,9201
43725,20357
43727,1473
43728,1250
43730,2503
43731,5461
43732,1703
43733,95
43734,1171
43735,499
43736,55
43738,164
43739,2025
43740,256
43746,1425
43747,1083
43748,2755
43749,2339
43750,164
43754,1542
43755,1620
43756,5320
43758,3315
43759,66
43760,1831
43761,111
43762,5413
43764,8566
43766,1648
43767,1443
43768,275
43771,2007
43772,1879
43773,3248
43777,4714
43778,1526
43779,971
43780,2106
43782,849
43783,4704
43786,32
43787,2997
43788,865
43793,5110
43802,1075
43804,3851
43805,71
43811,829
43812,19061
43821,4327
43822,4626
43824,3787
43830,6158
43832,7479
43836,128
43837,1973
43840,1248
43842,355
43843,1123
43844,3869
43845,4711
43901,2219
43902,202
43903,2208
43905,237
43906,8678
43907,6008
43908,1574
43910,3631
43912,6801
43913,1490
43914,94
43915,1495
43917,3136
43920,23438
43925,82
43926,285
43927,74
43928,116
43930,882
43931,272
43932,931
43933,2070
43934,295
43935,8943
43938,5794
43939,513
43940,377
43942,2500
43943,3472
43944,2529
43945,3191
43946,2114
43947,5322
43948,670
43950,16762
43951,84
43952,19050
43953,11553
43961,294
43962,112
43963,1362
43964,9575
43967,21
43968,7182
43970,31
43971,1150
43972,144
43973,1996
43974,107
43976,1632
43977,2407
43983,440
43985,128
43986,1975
43988,2476
