GEOID,POP10
35004,10427
35005,7942
35006,3121
35007,26225
35010,20816
35013,124
35014,4546
35016,16778
35019,2117
35020,27139
35022,18888
35023,25436
35031,7933
35032,66
35033,3403
35034,5541
35035,1581
35036,297
35040,14965
35042,5831
35043,9234
35044,7713
35045,14870
35046,5108
35049,3996
35051,8787
35052,277
35053,2617
35054,4101
35055,19427
35057,12630
35058,9936
35060,414
35061,1465
35062,7944
35063,3866
35064,11458
35068,7232
35070,265
35071,15661
35072,5193
35073,2382
35074,93
35077,13142
35078,2082
35079,8810
35080,15881
35082,7
35083,3268
35085,8933
35087,2115
35089,2238
35091,2719
35094,14212
35096,7815
35097,1748
35098,1375
35111,16140
35112,801
35114,7172
35115,14118
35116,4240
35117,5367
35118,3138
35119,116
35120,13842
35121,15570
35124,23020
35125,10456
35126,21725
35127,10099
35128,10197
35130,3233
35131,4159
35133,3907
35135,1812
35136,1796
35139,150
35143,3281
35146,10948
35147,5468
35148,2702
35149,630
35150,18472
35151,7632
35160,26822
35171,3281
35172,2986
35173,25176
35175,5041
35176,921
35178,3378
35179,8958
35180,13794
35183,706
35184,5841
35186,4931
35187,32
35188,2715
35203,3798
35204,10337
35205,19686
35206,17177
35207,9010
35208,14855
35209,29544
35210,13952
35211,26236
35212,11539
35213,13185
35214,19592
35215,46951
35216,36408
35217,13729
35218,7353
35221,4834
35222,7884
35223,11043
35224,6094
35226,31471
35228,10419
35229,940
35233,1308
35234,6311
35235,19484
35242,49545
35243,17328
35244,32390
35254,1403
35401,39878
35404,21251
35405,37661
35406,13864
35441,1060
35442,4972
35443,2009
35444,3699
35446,2234
35447,3460
35452,3880
35453,11127
35456,3759
35457,82
35458,594
35459,872
35460,834
35461,1952
35462,5061
35463,1749
35464,654
35466,6075
35469,221
35470,5468
35473,14909
35474,6180
35475,14507
35476,8106
35477,335
35480,1343
35481,3668
35490,3857
35501,10424
35503,9068
35504,13596
35540,2415
35541,3597
35542,1021
35543,1137
35544,673
35545,100
35546,3901
35548,1558
35549,4341
35550,5605
35552,1044
35553,4680
35554,1186
35555,10177
35559,57
35563,4340
35564,2361
35565,13485
35570,11145
35571,895
35572,1131
35574,1507
35575,1018
35576,3217
35577,38
35578,5833
35579,3136
35580,3791
35581,5778
35582,4093
35584,460
35585,1418
35586,4469
35587,1025
35592,4664
35593,1931
35594,7794
35601,34434
35603,30545
35610,2252
35611,25251
35613,20546
35614,7456
35615,68
35616,4043
35618,1870
35619,5135
35620,8868
35621,2852
35622,7388
35630,32629
35633,20877
35634,9711
35640,24267
35643,2941
35645,14060
35646,4635
35647,1030
35648,3635
35649,68
35650,13971
35651,1312
35652,8190
35653,11150
35654,8685
35660,9042
35661,16617
35670,7676
35671,2107
35672,6445
35673,8199
35674,18475
35677,1921
35739,5146
35740,3482
35741,2933
35744,2570
35745,288
35746,856
35747,5901
35748,6276
35749,20575
35750,12783
35751,265
35752,2047
35754,5362
35755,586
35756,9016
35757,12840
35758,41875
35759,6406
35760,5065
35761,11630
35763,14216
35764,653
35765,4013
35766,150
35768,11581
35769,9537
35771,3645
35772,4908
35773,13018
35774,165
35775,636
35776,3395
35801,21509
35802,21297
35803,25471
35805,22498
35806,18951
35808,1946
35810,30617
35811,25955
35816,15228
35824,6070
35896,636
35901,20045
35903,18088
35904,14194
35905,6410
35906,9897
35907,8345
35950,20826
35951,13098
35952,7727
35953,7319
35954,12416
35956,8842
35957,15693
35958,3582
35959,4836
35960,10087
35961,6514
35962,8300
35963,1704
35966,3914
35967,16630
35968,4575
35971,4914
35972,1139
35973,2870
35974,1589
35975,1058
35976,16272
35978,5390
35979,1398
35980,5161
35981,2141
35983,3738
35984,1889
35986,7744
35987,2666
35988,1940
35989,3573
35990,38
