GEOID,POP10
42001,27960
42003,29683
42020,2330
42021,1505
42022,104
42023,2422
42024,1490
42025,19305
42027,2291
42028,635
42029,6321
42031,3418
42032,192
42035,1068
42036,1167
42037,29
42038,5298
42039,1751
42040,1082
42041,4627
42044,3404
42045,2089
42047,192
42048,2147
42049,1480
42050,3256
42051,2840
42053,4931
42054,984
42055,2609
42056,1982
42058,2336
42060,130
42061,55
42064,8421
42066,23182
42069,1100
42071,29655
42076,1213
42078,1852
42079,1426
42081,2203
42082,1845
42083,446
42084,83
42085,918
42086,4036
42087,2419
42088,2656
42101,55648
42102,88
42103,18936
42104,29610
42120,2588
42122,4368
42123,840
42124,55
42127,6199
42129,7026
42130,175
42133,1370
42134,16785
42140,1264
42141,30349
42151,275
42153,326
42154,691
42156,254
42157,437
42159,1195
42160,1992
42163,56
42164,16277
42166,2314
42167,8145
42170,1403
42171,6841
42202,2389
42204,657
42206,5407
42207,1207
42210,4236
42211,13422
42214,682
42215,1300
42217,4117
42220,6844
42223,19837
42232,812
42234,2469
42236,929
42240,42479
42254,209
42256,5028
42259,1281
42261,10602
42262,8396
42265,820
42266,2590
42273,443
42274,2373
42275,883
42276,14471
42280,484
42285,375
42286,1291
42301,42440
42303,38909
42320,8205
42321,327
42322,47
42323,793
42324,1276
42325,2028
42326,460
42327,4037
42328,1389
42330,9386
42332,271
42333,1111
42337,2026
42338,88
42339,800
42343,1782
42344,856
42345,11747
42347,6152
42348,4810
42349,1503
42350,1433
42351,3851
42352,2060
42354,252
42355,1852
42356,83
42361,492
42366,5863
42367,667
42368,1325
42369,331
42370,28
42371,476
42372,1854
42374,277
42376,5799
42378,3339
42404,2569
42406,3555
42408,6737
42409,2586
42410,1460
42411,1656
42413,3118
42420,38192
42431,26916
42436,1030
42437,8324
42440,748
42441,1594
42442,3504
42445,11331
42450,4063
42451,783
42452,2141
42453,532
42455,3376
42456,1690
42458,1151
42459,4423
42461,1481
42462,1319
42463,156
42464,1799
42501,17592
42503,22894
42516,463
42518,2914
42519,3191
42528,1524
42533,802
42539,10026
42541,531
42544,5843
42553,5284
42565,735
42566,660
42567,6007
42602,10216
42603,130
42629,4953
42631,134
42633,20065
42634,1565
42635,5103
42638,207
42642,12573
42647,4086
42649,2326
42653,4619
42701,48194
42712,1855
42713,1641
42715,347
42716,1582
42717,6558
42718,24312
42721,3982
42722,714
42724,4714
42726,4667
42728,15925
42729,1617
42731,341
42732,2120
42733,1454
42740,1973
42741,480
42743,8869
42746,1892
42748,8706
42749,5245
42753,743
42754,15349
42757,2974
42758,139
42762,422
42764,559
42765,5840
42776,2736
42782,953
42784,2685
42788,310
