GEOID,POP10
99001,6151
99003,4848
99004,18376
99005,8574
99006,11946
99008,641
99009,3947
99011,2776
99012,1064
99013,1785
99016,12480
99017,161
99018,282
99019,9502
99020,82
99021,9174
99022,8820
99023,529
99025,5232
99026,9042
99027,6101
99029,1289
99030,1032
99031,1137
99032,691
99033,895
99034,209
99036,1448
99037,12973
99039,87
99040,734
99101,1453
99102,500
99103,497
99105,61
99109,5109
99110,1667
99111,4047
99113,761
99114,12018
99115,1143
99116,1439
99117,485
99118,931
99119,1204
99121,145
99122,3773
99123,1058
99124,240
99125,527
99126,877
99128,321
99129,793
99130,828
99131,170
99133,1493
99134,643
99135,255
99136,29
99137,343
99138,1209
99139,1301
99140,475
99141,5240
99143,650
99144,43
99146,56
99147,190
99148,2106
99149,208
99150,380
99151,164
99152,197
99153,467
99154,20
99155,1350
99156,8114
99157,697
99158,603
99159,1375
99160,149
99161,1400
99163,31404
99164,0
99166,3222
99167,625
99169,2459
99170,1072
99171,959
99173,1532
99174,44
99176,145
99179,437
99180,939
99181,1901
99185,1295
99201,13342
99202,21580
99203,20192
99204,6681
99205,42137
99206,34802
99207,30854
99208,49193
99212,19197
99216,24362
99217,17423
99218,15531
99223,29273
99224,18289
99301,68191
99320,9201
99321,531
99322,217
99323,3684
99324,9202
99326,4956
99328,3733
99329,160
99330,907
99333,50
99335,340
99336,48753
99337,29845
99338,11555
99341,884
99343,3040
99344,16817
99345,213
99346,352
99347,2293
99348,1364
99349,8483
99350,12979
99352,26975
99353,13306
99354,21343
99356,294
99357,4323
99359,158
99360,1350
99361,1902
99362,41056
99363,216
99371,311
99401,273
99402,1875
99403,19548
99501,17603
99502,24168
99503,14563
99504,40914
99505,6174
99506,7749
99507,37850
99508,35857
99510,353
99513,0
99515,22441
99516,20095
99517,16645
99518,10225
99519,1316
99540,320
99546,326
99547,61
99548,73
99549,102
99550,197
99551,627
99552,346
99553,1027
99554,677
99555,221
99556,2510
99557,726
99558,85
99559,7632
99561,418
99563,938
99564,91
99565,78
99566,192
99567,9211
99568,279
99569,64
99571,160
99572,296
99573,1115
99574,2348
99575,105
99576,2603
99577,25771
99578,296
99579,109
99580,115
99581,762
99583,35
99585,417
99586,605
99587,2250
99588,980
99589,243
99590,194
99591,102
99602,178
99603,9840
99604,1093
99605,211
99606,469
99607,216
99609,569
99610,2167
99611,15122
99612,938
99613,434
99614,639
99615,12899
99620,577
99621,723
99622,321
99624,90
99625,72
99626,282
99627,406
99628,443
99630,191
99631,228
99632,813
99633,544
99634,354
99636,510
99637,590
99638,18
99639,1131
99640,174
99641,496
99643,218
99644,175
99645,25176
99647,44
99648,113
99649,80
99650,568
99651,61
99652,3703
99653,159
99654,52168
99655,669
99656,25
99657,329
99658,616
99659,401
99660,479
99661,978
99662,480
99663,414
99664,4932
99665,83
99666,189
99667,65
99668,86
99669,14191
99670,79
99671,556
99672,3704
99674,1444
99676,1546
99677,88
99678,891
99679,373
99680,408
99681,325
99682,373
99683,524
99684,688
99685,4224
99686,4005
99688,2759
99689,662
99690,280
99691,95
99692,152
99693,248
99694,1512
99695,7
99701,19019
99702,2647
99703,7065
99704,24
99705,22544
99706,13
99709,29830
99712,13866
99714,1385
99720,208
99721,324
99722,152
99723,4213
99724,84
99726,30
99727,416
99729,231
99730,144
99732,10
99733,104
99734,845
99736,122
99737,5011
99738,187
99739,330
99740,585
99741,470
99742,681
99743,1069
99744,226
99745,78
99746,277
99747,239
99748,190
99749,363
99750,374
99751,151
99752,3553
99753,332
99754,96
99755,217
99756,119
99757,17
99758,210
99759,189
99760,785
99761,514
99762,4038
99763,668
99764,290
99765,264
99766,678
99767,24
99768,175
99769,671
99770,841
99771,251
99772,567
99773,262
99774,78
99775,1251
99776,124
99777,246
99778,254
99780,1535
99781,167
99782,556
99783,145
99784,190
99785,388
99786,259
99788,69
99789,402
99790,20
99791,237
99801,29164
99820,479
99824,2111
99825,120
99826,442
99827,2602
99829,777
99830,561
99832,104
99833,3202
99835,8880
99836,52
99840,968
99841,133
99901,13508
99903,31
99918,231
99919,531
99921,1920
99922,384
99923,87
99925,819
99926,1460
99927,94
99929,2338
