GEOID,POP10
06001,18385
06002,20486
06010,60448
06013,9326
06016,6226
06018,2865
06019,10129
06020,0
06021,314
06022,163
06023,1296
06024,647
06026,5117
06027,1492
06029,15547
06031,1287
06032,17675
06033,28762
06035,7513
06037,18565
06039,1942
06040,35306
06042,22942
06043,4986
06051,30519
06052,7858
06053,34863
06057,6707
06058,1787
06059,0
06060,2581
06061,169
06062,17715
06063,3285
06065,882
06066,29219
06067,19709
06068,1612
06069,2535
06070,15104
06071,11645
06073,5651
06074,25705
06076,12659
06078,12413
06081,1381
06082,44654
06084,15067
06085,7276
06088,4936
06089,2813
06090,1232
06091,140
06092,4203
06093,3322
06095,29079
06096,12498
06098,12426
06103,1410
06105,19392
06106,39902
06107,18786
06108,24307
06109,26668
06110,12650
06111,30562
06112,22879
06114,27449
06117,17267
06118,26956
06119,15474
06120,12887
06160,0
06226,20114
06231,4083
06232,3297
06234,8244
06235,2257
06237,5492
06238,12428
06239,11183
06241,6650
06242,1408
06243,60
06247,2841
06248,5603
06249,7308
06250,4821
06254,1922
06255,4744
06256,2154
06259,4498
06260,9510
06262,586
06263,345
06264,166
06266,495
06268,11481
06269,9844
06277,4140
06278,4454
06279,6041
06280,3162
06281,6930
06282,1096
06320,27617
06330,3282
06331,5137
06332,258
06333,6607
06334,2592
06335,6729
06336,84
06339,8302
06340,31242
06350,67
06351,16301
06353,162
06354,6141
06355,12985
06357,12552
06359,5313
06360,37541
06365,4720
06370,7429
06371,9952
06373,345
06374,8373
06375,3660
06376,57
06377,2962
06378,5399
06379,9038
06380,2862
06382,11947
06384,2672
06385,15893
06387,213
06389,41
06390,236
06401,19237
06403,6033
06405,27860
06409,693
06410,29161
06412,3994
06413,13235
06414,214
06415,16857
06416,14005
06417,4629
06418,12914
06419,6525
06420,4182
06422,7388
06423,5097
06424,12808
06426,3245
06437,22375
06438,2550
06441,5438
06442,2745
06443,18269
06444,370
06447,6404
06450,36493
06451,24419
06455,3148
06456,295
06457,47648
06460,38207
06461,14552
06467,157
06468,19479
06469,3209
06470,16003
06471,7720
06472,6853
06473,24388
06475,10242
06477,13956
06478,12683
06479,10431
06480,9508
06481,1277
06482,11557
06483,16540
06484,39559
06488,19904
06489,32067
06492,45241
06498,6963
06510,2737
06511,53600
06512,29861
06513,38978
06514,26265
06515,17141
06516,55564
06517,14853
06518,19848
06519,16428
06524,5563
06525,8990
06604,30313
06605,23397
06606,46236
06607,7843
06608,13671
06610,22735
06611,36091
06612,7453
06614,32929
06615,18453
06702,3654
06704,25139
06705,27122
06706,14324
06708,29418
06710,10715
06712,9376
06716,16680
06750,1446
06751,3577
06752,1735
06754,1699
06755,1133
06756,2853
06757,2258
06758,354
06759,5720
06762,7561
06763,2033
06770,31975
06776,26889
06777,1733
06778,1378
06779,8324
06782,2376
06783,2228
06784,3689
06785,686
06786,9867
06787,7975
06790,36482
06791,5666
06793,1140
06794,1065
06795,14144
06796,1009
06798,9984
06801,18581
06804,16466
06807,7150
06810,49482
06811,31400
06812,13881
06820,20732
06824,33900
06825,21123
06830,24027
06831,14792
06840,19738
06850,18078
06851,26703
06853,3646
06854,29100
06855,7892
06856,3
06870,7316
06877,24677
06878,8043
06880,26647
06883,10179
06890,4306
06896,9110
06897,18071
06901,6828
06902,63406
06903,14499
06905,19649
06906,9088
06907,9016
