GEOID,POP10
70001,37996
70002,18879
70003,40150
70005,24339
70006,15703
70030,4585
70031,1316
70032,3635
70036,1227
70037,15590
70038,426
70039,2460
70040,1604
70041,2381
70043,16760
70047,13006
70049,2481
70050,74
70051,2518
70052,3795
70053,16499
70056,39082
70057,4719
70058,39887
70062,17095
70065,51116
70067,2757
70068,34101
70070,12471
70071,3653
70072,56344
70075,4417
70076,292
70079,3067
70080,1556
70082,336
70083,2353
70084,7552
70085,4427
70086,1969
70087,8122
70090,7671
70091,278
70092,6651
70094,31669
70112,3655
70113,7025
70114,22870
70115,31695
70116,11507
70117,23389
70118,33008
70119,36228
70121,12029
70122,28564
70123,26475
70124,16824
70125,14479
70126,23958
70127,20471
70128,17113
70129,9064
70130,14064
70131,29915
70139,0
70163,0
70301,43037
70339,6033
70340,109
70341,4449
70342,4979
70343,5504
70344,6143
70345,9754
70346,10925
70352,205
70353,1402
70354,4931
70355,1041
70356,2484
70357,3043
70358,1296
70359,8408
70360,26429
70363,26513
70364,30503
70372,2518
70373,7141
70374,7125
70375,125
70377,4403
70380,22928
70390,6969
70391,202
70392,8456
70393,774
70394,14328
70395,4658
70397,1365
70401,20415
70402,1514
70403,26011
70420,7345
70422,13797
70426,6342
70427,20033
70431,5366
70433,31133
70435,16603
70436,629
70437,7918
70438,18540
70441,5112
70442,277
70443,10232
70444,10160
70445,10840
70446,5877
70447,10150
70448,24851
70449,3611
70450,2884
70451,182
70452,13163
70453,1045
70454,24954
70455,1474
70456,2850
70458,35077
70460,22096
70461,27818
70462,5699
70463,126
70464,312
70465,776
70466,8512
70471,21383
70501,31358
70503,27816
70506,41163
70507,16558
70508,34810
70510,25313
70512,9780
70513,124
70514,2545
70515,3838
70516,1546
70517,26500
70518,12297
70519,222
70520,18405
70523,906
70524,314
70525,13150
70526,19206
70528,2333
70529,11752
70531,1261
70532,2685
70533,7385
70534,899
70535,18215
70537,541
70538,14844
70541,432
70542,3435
70543,4077
70544,11677
70546,16425
70548,10353
70549,3948
70550,174
70552,1819
70554,5582
70555,7372
70556,331
70558,134
70559,2943
70560,42022
70563,18502
70570,38987
70575,55
70576,1526
70577,4645
70578,16122
70580,179
70581,929
70582,19781
70583,11693
70584,7358
70585,235
70586,20313
70589,3283
70591,5299
70592,18878
70601,32384
70605,32741
70607,25560
70611,19256
70615,14335
70630,1440
70631,962
70632,371
70633,7604
70634,25125
70637,654
70638,937
70639,684
70640,301
70643,352
70644,308
70645,1262
70646,750
70647,8703
70648,8026
70650,435
70651,500
70652,2203
70653,3111
70654,155
70655,3002
70656,4023
70657,4315
70658,955
70659,1482
70660,2612
70661,2309
70662,411
70663,28150
70665,10743
70668,6424
70669,10131
70706,20752
70710,3593
70711,5266
70712,479
70714,19803
70715,1433
70719,4460
70721,701
70722,5713
70723,1759
70725,1826
70726,50583
70729,1032
70730,3499
70732,1178
70733,1621
70734,7554
70736,518
70737,38643
70739,12486
70740,1305
70743,350
70744,6181
70747,180
70748,6657
70749,1554
70750,1951
70752,806
70753,870
70754,10170
70755,2186
70756,393
70757,3177
70759,1528
70760,6993
70761,897
70762,926
70763,3816
70764,17584
70767,14914
70769,36084
70770,2923
70772,784
70773,143
70774,10076
70775,14720
70776,6043
70777,4269
70778,2291
70780,1015
70782,299
70783,2604
70785,20979
70787,127
70788,4051
70789,750
70791,24918
70801,13
70802,27267
70803,1335
70805,29909
70806,28706
70807,20377
70808,32504
70809,25050
70810,37980
70811,13676
70812,11206
70814,14514
70815,30075
70816,43194
70817,31192
70818,9649
70819,5040
70820,17222
70836,0
