GEOID,POP10
37010,4679
37012,2292
37013,78406
37014,1855
37015,17184
37016,793
37018,2259
37019,694
37020,5036
37022,5469
37023,1811
37025,6226
37026,2201
37027,49035
37028,676
37029,5628
37030,6982
37031,3712
37032,4493
37033,7805
37034,6591
37035,3766
37036,5862
37037,6312
37040,44924
37042,66916
37043,39945
37046,3665
37047,2345
37048,6030
37049,3244
37050,1699
37051,3677
37052,2656
37055,27024
37057,834
37058,7081
37059,1552
37060,2230
37061,5153
37062,10745
37064,48118
37066,42758
37067,23652
37069,18899
37072,30215
37073,13350
37074,6965
37075,59256
37076,35230
37078,674
37079,2578
37080,7384
37082,6107
37083,13909
37085,4035
37086,31513
37087,41132
37090,12922
37091,21005
37095,1854
37096,5503
37097,2294
37098,5382
37101,6422
37110,32495
37115,37316
37118,1264
37122,46463
37127,15786
37128,38966
37129,49103
37130,52070
37132,2776
37134,3061
37135,9681
37137,2725
37138,22191
37140,1365
37141,1224
37142,1902
37143,3818
37144,3344
37145,2157
37146,7182
37148,22320
37149,2210
37150,4894
37151,565
37153,5520
37160,32744
37165,70
37166,13446
37167,49322
37171,917
37172,28714
37174,26418
37175,1015
37178,2112
37179,11767
37180,3033
37181,1534
37183,3229
37184,5844
37185,8638
37186,9184
37187,6829
37188,13643
37189,3320
37190,8787
37191,4020
37201,2137
37203,11883
37204,12031
37205,24057
37206,25699
37207,34880
37208,16067
37209,35457
37210,16067
37211,74755
37212,20148
37213,218
37214,28973
37215,21190
37216,17848
37217,29599
37218,14855
37219,1162
37220,5786
37221,36610
37228,1160
37240,754
37243,0
37246,0
37301,1429
37302,3730
37303,25461
37305,889
37306,2760
37307,4870
37308,2772
37309,2138
37310,4135
37311,27373
37312,30962
37313,1731
37315,1556
37317,2403
37318,1978
37321,19113
37322,8239
37323,30439
37324,5322
37325,1845
37326,467
37327,11174
37328,1364
37329,5588
37330,6784
37331,7656
37332,2609
37333,534
37334,21700
37335,2778
37336,4202
37337,1470
37338,3093
37339,2018
37340,607
37341,12085
37342,3593
37343,40042
37345,2311
37347,7559
37348,1131
37350,1866
37351,390
37352,3268
37353,4513
37354,16483
37355,25596
37356,2486
37357,5512
37359,783
37360,1732
37361,1478
37362,3395
37363,32244
37365,1314
37366,828
37367,10247
37369,956
37370,4652
37373,3074
37374,2047
37375,3711
37376,418
37377,15310
37379,26835
37380,6289
37381,8855
37385,8131
37387,3323
37388,24494
37391,1598
37394,105
37396,257
37397,10127
37398,14347
37402,3917
37403,5811
37404,13327
37405,14597
37406,14627
37407,8932
37408,1486
37409,2851
37410,3886
37411,17587
37412,20951
37415,23873
37416,14486
37419,6100
37421,46228
37601,36182
37604,34245
37614,2107
37615,19560
37616,4874
37617,14251
37618,12747
37620,39102
37640,3743
37641,8567
37642,14947
37643,33689
37645,5145
37650,12750
37656,3677
37657,972
37658,4386
37659,27585
37660,40038
37663,14617
37664,26880
37665,5589
37680,766
37681,6121
37682,667
37683,13021
37686,7072
37687,5038
37688,1018
37690,4122
37691,894
37692,4770
37694,1955
37701,6817
37705,4559
37708,6563
37709,3732
37710,1141
37711,5044
37713,1488
37714,4547
37715,1000
37716,25749
37719,168
37721,12733
37722,6060
37723,944
37724,2874
37725,16919
37726,2037
37727,2043
37729,1456
37730,59
37731,711
37732,139
37733,64
37737,5785
37738,5288
37742,5837
37743,25588
37745,18401
37748,17857
37752,6516
37753,814
37754,4729
37755,3688
37756,2810
37757,9337
37760,12931
37762,3126
37763,15794
37764,9258
37765,546
37766,18850
37769,5990
37770,2646
37771,15380
37772,11146
37774,18321
37777,11274
37779,3978
37801,25124
37803,31668
37804,24682
37806,2868
37807,9923
37809,2278
37810,1928
37811,3215
37813,17444
37814,33071
37818,4998
37819,713
37820,7495
37821,22608
37825,8399
37826,4361
37828,1430
37829,1804
37830,29700
37840,10021
37841,9605
37843,3725
37845,494
37846,5030
37847,2714
37848,246
37849,25459
37851,36
37852,2558
37853,3815
37854,13108
37857,21309
37860,4113
37861,8340
37862,20934
37863,6569
37865,20912
37866,1699
37869,5031
37870,4580
37871,9134
37872,2041
37873,4073
37874,14979
37876,29246
37877,8464
37878,514
37879,10634
37880,3477
37881,2291
37882,2724
37885,5067
37886,4418
37887,7511
37888,2741
37890,6668
37891,3626
37892,2007
37902,1586
37909,15168
37912,20673
37914,19663
37915,5647
37916,12507
37917,24072
37918,42835
37919,28194
37920,39087
37921,28233
37922,33180
37923,27457
37924,11259
37931,26109
37932,14527
37934,24107
37938,17085
