GEOID,POP10
12007,60
12008,497
12009,7164
12010,28937
12015,3010
12017,435
12018,7930
12019,14740
12020,31192
12022,929
12023,2196
12024,31
12025,5505
12027,3882
12028,1172
12029,1113
12031,175
12032,836
12033,7851
12035,802
12036,228
12037,4015
12040,113
12041,481
12042,271
12043,8509
12045,584
12046,817
12047,19664
12051,7070
12052,1568
12053,4587
12054,16918
12056,2310
12057,1835
12058,1445
12059,1632
12060,1507
12061,9050
12062,1776
12063,444
12064,563
12065,41776
12066,2143
12067,1506
12068,3201
12069,256
12070,1410
12071,270
12072,2890
12074,2963
12075,3418
12076,1500
12077,6246
12078,23773
12083,3795
12084,4271
12085,479
12086,1865
12087,1073
12089,69
12090,6262
12092,1304
12093,1666
12094,2268
12095,12606
12106,2193
12108,416
12110,21908
12115,189
12116,1920
12117,3256
12118,13897
12120,613
12121,1916
12122,4582
12123,5124
12124,606
12125,1373
12130,987
12131,115
12132,338
12134,3516
12136,804
12137,1679
12138,3168
12139,295
12140,1702
12143,5137
12144,20555
12147,499
12148,4569
12149,2474
12150,914
12151,708
12153,814
12154,2818
12155,1977
12156,848
12157,4061
12158,6309
12159,7896
12160,944
12161,160
12164,365
12165,175
12166,1363
12167,2438
12168,1952
12169,306
12170,4945
12172,405
12173,1753
12174,345
12175,797
12176,198
12177,518
12180,53606
12182,14733
12183,2620
12184,7148
12185,2037
12186,6277
12187,697
12188,10980
12189,17568
12190,674
12192,1722
12193,2016
12194,207
12195,154
12196,3031
12197,2233
12198,7903
12202,9628
12203,29952
12204,7349
12205,26977
12206,16395
12207,1948
12208,20702
12209,10121
12210,10158
12211,11303
12222,6489
12302,27582
12303,29857
12304,21482
12305,5716
12306,25636
12307,7692
12308,15335
12309,29343
12401,35040
12404,3385
12405,780
12406,823
12407,173
12409,804
12410,397
12411,497
12412,673
12413,2948
12414,10510
12416,277
12417,581
12418,537
12419,722
12420,363
12421,470
12422,339
12423,1097
12424,250
12427,576
12428,6602
12429,281
12430,1194
12431,1381
12432,492
12433,483
12434,751
12435,326
12436,417
12438,59
12439,305
12440,1980
12441,114
12442,953
12443,3825
12444,497
12446,5061
12448,388
12449,3367
12450,183
12451,1674
12452,213
12453,366
12454,297
12455,1988
12456,639
12457,763
12458,3232
12459,161
12460,277
12461,1634
12463,1484
12464,1020
12465,266
12466,2471
12468,1036
12469,677
12470,536
12471,215
12472,1572
12473,861
12474,1162
12475,354
12477,18787
12480,634
12481,1356
12482,680
12483,259
12484,2733
12485,865
12486,1523
12487,3268
12489,1292
12490,110
12491,1675
12492,271
12493,495
12494,764
12495,265
12496,1634
12498,4851
12501,2457
12502,1164
12503,775
12504,1395
12507,167
12508,19880
12512,127
12513,651
12514,2938
12515,1549
12516,1833
12517,509
12518,5870
12520,3109
12521,1644
12522,5172
12523,1798
12524,15598
12525,3311
12526,3686
12527,147
12528,13344
12529,2859
12530,124
12531,3601
12533,25307
12534,17867
12538,14578
12540,7802
12542,5913
12543,3001
12545,4763
12546,3039
12547,2891
12548,1494
12549,10201
12550,54447
12553,24438
12561,18308
12563,8084
12564,7338
12565,1487
12566,10753
12567,2854
12569,9826
12570,7699
12571,9918
12572,9123
12574,329
12575,2258
12577,2029
12578,2411
12580,4402
12581,2246
12582,6191
12583,2451
12585,885
12586,12540
12589,17228
12590,35102
12592,1486
12594,4275
12601,43398
12603,42810
12604,586
12701,11324
12719,1207
12720,172
12721,6627
12722,158
12723,1826
12724,245
12725,277
12726,1162
12729,1874
12732,786
12733,1446
12734,867
12736,118
12737,1910
12738,320
12740,1886
12741,351
12742,181
12743,389
12745,178
12746,937
12747,1714
12748,2076
12749,300
12750,187
12751,1054
12752,242
12754,7221
12758,4042
12759,1649
12760,482
12762,512
12763,942
12764,1802
12765,885
12766,437
12767,126
12768,1131
12769,253
12770,296
12771,14511
12775,2297
12776,2180
12777,764
12778,633
12779,2460
12780,2312
12781,307
12783,1668
12784,94
12785,1024
12786,665
12787,452
12788,2908
12789,1838
12790,4518
12791,737
12792,335
12801,14707
12803,7567
12804,26540
12808,306
12809,3528
12810,627
12811,127
12812,150
12814,1574
12815,871
12816,4610
12817,2274
12819,403
12821,2750
12822,6200
12823,238
12824,894
12827,3877
12828,9448
12831,17416
12832,7106
12833,4401
12834,6594
12835,2603
12836,574
12837,857
12838,608
12839,13588
12841,77
12842,1166
12843,600
12844,199
12845,4842
12846,3298
12847,605
12849,385
12850,2835
12851,366
12852,436
12853,1770
12855,259
12856,187
12857,498
12858,59
12859,2220
12860,748
12861,609
12862,17
12863,533
12864,36
12865,3663
12866,36915
12870,1509
12871,4084
12872,31
12873,736
12874,142
12878,719
12883,5025
12884,486
12885,4602
12886,269
12887,4972
12901,33439
12903,1217
12910,2148
12911,36
12912,1998
12913,1157
12914,1044
12916,2135
12917,1403
12918,2381
12919,3037
12920,2842
12921,2410
12922,65
12923,632
12924,158
12926,2208
12927,224
12928,2028
12929,3938
12930,634
12932,1236
12933,17
12934,1074
12935,1748
12936,599
12937,1572
12939,205
12941,1428
12942,646
12943,459
12944,4080
12945,638
12946,5492
12950,929
12952,546
12953,15836
12955,381
12956,1259
12957,1726
12958,1929
12959,1369
12960,1148
12961,180
12962,5499
12964,161
12965,516
12966,2915
12967,1223
12969,423
12970,963
12972,6364
12973,187
12974,1599
12975,265
12976,260
12977,1753
12978,403
12979,2304
12980,1304
12981,2253
12983,7494
12985,1072
12986,6120
12987,201
12989,1010
12992,4778
12993,1623
12996,2086
12997,1239
12998,526
