GEOID,POP10
48001,11986
48002,3285
48003,6070
48005,5379
48006,4007
48009,20107
48014,4256
48015,8257
48017,11805
48021,32353
48022,2654
48023,5178
48025,14543
48026,14480
48027,3249
48028,1190
48030,16422
48032,2322
48033,16064
48034,12590
48035,34788
48036,20980
48038,41057
48039,7807
48040,9956
48041,4561
48042,27291
48043,16305
48044,52289
48045,24604
48047,39415
48048,7548
48049,5582
48050,1653
48051,17319
48054,7339
48059,15123
48060,40831
48062,9373
48063,4070
48064,4107
48065,10547
48066,47388
48067,24458
48069,2526
48070,6238
48071,29694
48072,14970
48073,32798
48074,9356
48075,21790
48076,25386
48079,12304
48080,22494
48081,20635
48082,16549
48083,22507
48084,14231
48085,24660
48088,22255
48089,31978
48091,31106
48092,25680
48093,23037
48094,18028
48095,4906
48096,3739
48097,5499
48098,19582
48101,28200
48103,53057
48104,38315
48105,33905
48108,26164
48109,6904
48111,42313
48114,19702
48116,26432
48117,10124
48118,12552
48120,8274
48122,10727
48124,31732
48125,21273
48126,47465
48127,36501
48128,10682
48130,14420
48131,6764
48133,5753
48134,21408
48135,27665
48137,4796
48138,10371
48139,206
48140,3095
48141,25366
48143,32
48144,9952
48145,3503
48146,38098
48150,27127
48152,31173
48154,38642
48157,1436
48158,7309
48159,2582
48160,13785
48161,26470
48162,29344
48164,9175
48165,6339
48166,11569
48167,21534
48168,21781
48169,20813
48170,39963
48173,12700
48174,31515
48176,21447
48177,218
48178,29320
48179,3274
48180,63131
48182,21708
48183,43182
48184,17643
48185,47618
48186,36506
48187,49148
48188,41025
48189,13632
48190,107
48191,4054
48192,25883
48193,15623
48195,30047
48197,61132
48198,38186
48201,12814
48202,16603
48203,28409
48204,27997
48205,44045
48206,21954
48207,20252
48208,10234
48209,32262
48210,31017
48211,7082
48212,39038
48213,27712
48214,22759
48215,13565
48216,5645
48217,8210
48218,7903
48219,46931
48220,22319
48221,38727
48223,25336
48224,44439
48225,14554
48226,5302
48227,45380
48228,52130
48229,9556
48230,16976
48233,0
48234,36140
48235,45063
48236,30607
48237,29319
48238,31743
48239,35524
48240,17722
48242,0
48243,0
48301,14127
48302,15360
48304,16009
48306,26691
48307,41369
48309,29135
48310,42766
48312,32720
48313,33952
48314,20245
48315,26563
48316,25404
48317,26610
48320,4589
48322,31265
48323,17708
48324,17350
48326,20298
48327,21559
48328,24960
48329,25009
48331,21503
48334,18540
48335,22398
48336,25486
48340,24307
48341,17139
48342,18407
48346,22567
48348,23387
48350,7100
48353,6481
48356,8407
48357,8170
48359,8044
48360,11651
48362,15141
48363,4978
48367,4727
48370,1685
48371,23155
48374,14049
48375,21801
48377,15244
48380,7404
48381,12605
48382,21945
48383,12701
48386,17434
48390,22898
48393,16111
48397,0
48401,1439
48411,156
48412,5682
48413,7551
48414,2492
48415,9471
48416,5002
48417,2983
48418,4312
48419,2740
48420,22078
48421,6647
48422,6400
48423,32708
48426,1022
48427,2879
48428,5027
48429,8944
48430,36738
48432,636
48433,26497
48434,104
48435,2083
48436,3764
48437,581
48438,6951
48439,49209
48440,157
48441,4085
48442,20669
48444,9327
48445,1370
48446,30749
48449,3147
48450,4780
48451,14767
48453,5146
48454,1324
48455,7974
48456,858
48457,8436
48458,20538
48460,2330
48461,8428
48462,13266
48463,4627
48464,2231
48465,629
48466,1578
48467,2337
48468,1294
48469,1245
48470,784
48471,5745
48472,1912
48473,22507
48475,2766
48476,577
48502,1164
48503,25168
48504,30926
48505,25710
48506,30019
48507,30607
48509,9470
48519,7465
48529,10271
48532,19375
48551,0
48553,0
48554,0
48601,38406
48602,30119
48603,26913
48604,13074
48607,1774
48609,12461
48610,3083
48611,6554
48612,9259
48613,1158
48614,1376
48615,3058
48616,7513
48617,8857
48618,5393
48619,465
48621,1359
48622,6491
48623,13993
48624,15810
48625,13152
48626,6078
48627,141
48628,1938
48629,7854
48630,69
48631,4643
48632,5125
48633,210
48634,4371
48635,1573
48636,864
48637,3359
48638,12922
48640,32690
48642,32277
48647,4420
48649,1576
48650,7253
48651,4690
48652,1548
48653,10293
48654,2521
48655,6460
48656,4058
48657,7981
48658,5138
48659,2850
48661,10691
48662,1594
48667,0
48701,1368
48703,3238
48705,535
48706,40596
48708,27262
48710,0
48720,1042
48721,411
48722,3123
48723,12479
48724,359
48725,2464
48726,6172
48727,1269
48728,290
48729,1586
48730,4716
48731,1683
48732,11483
48733,1758
48734,7444
48735,1051
48737,1245
48738,1269
48739,4043
48740,2556
48741,2086
48742,1647
48743,63
48744,4615
48745,1346
48746,8528
48747,1494
48748,1693
48749,1094
48750,8846
48754,1001
48755,3110
48756,4640
48757,3817
48759,3293
48760,1351
48761,1026
48762,1139
48763,5012
48765,725
48766,1270
48767,2162
48768,9832
48770,1891
48801,12923
48806,1676
48807,916
48808,5178
48809,11015
48811,5641
48813,21182
48815,2259
48816,121
48817,6422
48818,2407
48819,2701
48820,16641
48821,5836
48822,2714
48823,51302
48825,12596
48827,15971
48829,3254
48831,3512
48832,1393
48834,2090
48835,2680
48836,13510
48837,18926
48838,17863
48840,12501
48841,826
48842,20432
48843,42931
48845,1003
48846,20269
48847,6041
48848,7789
48849,5717
48850,4474
48851,2365
48852,150
48853,671
48854,18598
48855,14752
48856,966
48857,2453
48858,50025
48860,1334
48861,1522
48864,20148
48865,1903
48866,4851
48867,28264
48870,148
48871,1952
48872,7840
48873,1615
48874,180
48875,10186
48876,4014
48877,2392
48878,1677
48879,18075
48880,10669
48881,5501
48883,7122
48884,4427
48885,927
48886,2116
48888,6366
48889,1322
48890,2152
48891,2985
48892,4382
48893,5212
48894,2059
48895,11189
48896,154
48897,1525
48906,26634
48910,34560
48911,40111
48912,17035
48915,9218
48917,32062
48921,0
48933,2530
