GEOID,POP10
25002,112
25003,2782
25005,264
25007,604
25008,210
25009,1153
25011,800
25015,4691
25019,575
25021,305
25022,153
25024,586
25025,230
25028,381
25030,414
25031,615
25033,2234
25035,1112
25036,468
25039,1304
25040,546
25043,1659
25044,384
25045,5801
25047,411
25048,38
25049,630
25051,164
25053,4296
25054,426
25057,337
25059,678
25060,618
25061,756
25062,230
25063,1797
25064,9962
25067,1120
25070,1683
25071,11697
25075,976
25076,298
25081,1251
25082,1673
25083,672
25085,830
25086,928
25088,164
25090,203
25093,207
25102,349
25103,366
25106,642
25107,739
25108,692
25109,661
25110,599
25111,694
25112,166
25113,957
25114,557
25115,90
25118,998
25119,444
25121,972
25123,3535
25124,1214
25125,1011
25126,58
25130,3846
25132,276
25133,922
25134,423
25136,1798
25139,440
25140,1012
25141,195
25142,416
25143,8579
25148,332
25149,242
25152,368
25154,868
25156,105
25159,5163
25160,303
25161,369
25162,571
25164,1257
25165,612
25168,2503
25169,516
25173,452
25174,420
25177,24084
25180,83
25181,1853
25183,73
25185,1042
25186,881
25187,719
25193,477
25201,55
25202,1370
25203,89
25204,211
25205,391
25206,601
25208,992
25209,1227
25211,135
25213,5512
25214,614
25234,1200
25235,949
25239,1732
25241,1710
25243,899
25244,732
25245,739
25247,509
25248,3090
25251,429
25252,1071
25253,2051
25259,699
25260,1577
25261,335
25262,898
25264,441
25265,1564
25266,797
25267,758
25268,871
25270,972
25271,9304
25275,2287
25276,7752
25285,595
25286,1692
25287,1272
25301,2771
25302,15078
25303,7112
25304,8773
25305,0
25306,6417
25309,13356
25311,10815
25312,14886
25313,13436
25314,14542
25315,3255
25320,6084
25401,14622
25403,12591
25404,19551
25405,12029
25411,12633
25413,7508
25414,17024
25419,9251
25420,4024
25422,1700
25425,12835
25427,14322
25428,10776
25430,8112
25431,453
25432,121
25434,2521
25437,212
25438,6266
25442,1925
25443,7445
25444,605
25446,1463
25501,1130
25502,1034
25503,729
25504,12661
25505,477
25506,5037
25507,987
25508,9837
25510,5074
25511,1092
25512,1237
25514,4024
25515,2335
25517,2071
25520,1561
25521,1101
25523,2647
25524,3486
25526,21902
25529,1013
25530,5877
25534,282
25535,2783
25537,1993
25540,290
25541,9350
25545,4512
25547,969
25550,9077
25555,2325
25557,1754
25559,2152
25560,7997
25564,1250
25565,651
25567,924
25570,6640
25571,2206
25573,970
25601,5206
25606,964
25607,1140
25608,1004
25611,682
25617,999
25621,2155
25624,480
25625,1452
25628,539
25630,683
25632,834
25634,771
25635,1227
25637,936
25638,1148
25639,608
25644,536
25646,940
25647,768
25649,1397
25650,547
25651,737
25652,1608
25653,459
25654,310
25661,6837
25666,654
25669,887
25670,5829
25671,1286
25672,408
25674,3202
25676,1250
25678,1595
25688,448
25690,249
25692,1021
25696,295
25699,200
25701,23284
25702,7788
25703,6751
25704,16441
25705,20711
25801,33590
25810,261
25811,154
25812,1902
25813,8063
25817,784
25818,472
25820,437
25823,2176
25825,2390
25826,296
25827,2488
25831,1421
25832,3994
25836,488
25837,391
25839,691
25840,8179
25841,575
25843,791
25844,1417
25845,627
25846,363
25848,443
25849,266
25853,182
25854,1101
25855,209
25857,308
25862,266
25864,309
25865,1475
25868,432
25870,103
25871,695
25873,607
25875,486
25876,128
25878,930
25879,359
25880,6928
25882,2033
25901,11920
25902,420
25904,365
25906,287
25907,123
25908,172
25911,55
25913,397
25915,311
25916,202
25917,2139
25918,4430
25920,221
25921,2157
25922,299
25928,375
25932,339
25936,43
25938,1287
25942,162
25951,6208
25958,851
25962,3806
25969,973
25971,1130
25972,299
25976,2663
25977,155
25978,606
25979,893
25981,951
25984,1886
25985,430
25989,280
