GEOID,POP10
15001,31964
15003,11861
15004,351
15005,9450
15006,240
15007,323
15009,15082
15010,28425
15012,15905
15014,3184
15015,1175
15017,16213
15018,821
15019,1719
15020,231
15021,7352
15022,10340
15024,9029
15025,15944
15026,3390
15027,2201
15028,142
15030,1128
15031,513
15033,4910
15034,1792
15035,2129
15037,10894
15038,325
15042,8105
15043,2458
15044,27049
15045,4483
15046,2640
15047,151
15049,895
15050,2431
15051,461
15052,3483
15053,154
15054,375
15055,1360
15056,1140
15057,13930
15059,4193
15060,790
15061,12799
15062,7731
15063,11677
15064,382
15065,11588
15066,12785
15067,2281
15068,38785
15071,9956
15072,101
15074,8874
15075,128
15076,849
15077,198
15078,523
15081,475
15082,350
15083,952
15084,10130
15085,7944
15086,300
15087,234
15088,535
15089,6262
15090,21202
15101,24292
15102,29529
15104,9038
15106,18536
15108,40153
15110,5565
15112,3292
15116,14427
15120,18931
15122,20131
15126,7014
15129,10920
15131,8240
15132,21472
15133,6432
15135,5139
15136,21849
15137,10228
15139,6307
15140,3294
15142,1163
15143,19660
15144,4142
15145,7132
15146,28323
15147,17395
15148,2814
15201,12713
15202,19685
15203,9949
15204,8329
15205,21865
15206,28615
15207,11268
15208,10406
15209,12438
15210,25954
15211,11081
15212,27895
15213,30844
15214,14352
15215,12615
15216,23350
15217,27220
15218,13851
15219,16696
15220,17718
15221,31060
15222,3294
15223,7236
15224,10141
15225,1084
15226,13974
15227,28156
15228,17595
15229,13825
15232,11374
15233,4451
15234,14056
15235,34580
15236,29724
15237,41895
15238,13162
15239,21024
15241,20395
15243,13406
15260,0
15290,0
15301,49331
15310,290
15311,1391
15312,3579
15313,377
15314,3788
15315,776
15316,131
15317,36535
15320,5384
15321,1676
15322,2018
15323,4542
15324,632
15325,439
15327,1527
15329,1709
15330,5299
15331,1090
15332,8148
15333,2150
15334,113
15337,744
15338,1606
15340,1469
15341,869
15342,4818
15344,1450
15345,1642
15346,749
15347,582
15348,283
15349,1737
15350,425
15351,901
15352,987
15353,64
15357,1661
15358,923
15359,174
15360,1731
15361,151
15362,767
15363,760
15364,869
15366,164
15367,8731
15368,473
15370,14870
15376,1740
15377,724
15378,106
15379,132
15380,719
15401,32288
15410,905
15411,661
15412,470
15413,551
15417,9469
15419,4492
15420,251
15421,112
15422,220
15423,1781
15424,2489
15425,19270
15427,1091
15428,1806
15429,126
15430,314
15431,4744
15432,427
15433,741
15434,313
15435,437
15436,2740
15437,2573
15438,2221
15440,349
15442,2105
15443,377
15444,517
15445,2693
15446,324
15447,181
15448,192
15449,184
15450,2323
15451,955
15454,237
15455,298
15456,2976
15458,2379
15459,1763
15460,120
15461,4333
15462,398
15463,64
15464,1536
15466,458
15467,141
15468,2303
15469,2331
15470,982
15472,306
15473,3862
15474,2049
15475,1356
15476,157
15477,855
15478,6446
15479,2113
15480,1946
15482,604
15483,513
15484,328
15486,2303
15489,389
15490,628
15492,108
15501,16861
15502,191
15510,2229
15520,293
15521,1872
15522,12036
15530,5368
15531,3861
15532,142
15533,1370
15534,932
15535,2203
15536,459
15537,7952
15538,824
15539,498
15540,290
15541,3721
15542,1175
15544,264
15545,2879
15546,386
15547,504
15550,1699
15551,860
15552,6115
15554,2553
15555,112
15557,3684
15558,2126
15559,1968
15560,175
15561,168
15562,201
15563,3345
15564,50
15601,59483
15610,3738
15611,543
15612,474
15613,13933
15615,387
15616,23
15617,367
15618,2634
15620,911
15621,47
15622,1387
15623,762
15624,410
15625,144
15626,5105
15627,6544
15628,525
15629,676
15631,1075
15632,9363
15633,293
15634,523
15635,220
15636,3946
15637,1861
15638,288
15639,2301
15640,378
15641,500
15642,45286
15644,18836
15646,233
15647,314
15650,28432
15655,423
15656,10298
15658,8916
15660,323
15661,504
15662,271
15663,455
15665,1472
15666,16461
15668,13139
15670,3649
15671,865
15672,3334
15673,1296
15675,1003
15676,437
15677,389
15678,476
15679,3343
15680,101
15681,5241
15683,8248
15684,841
15686,972
15687,1476
15688,641
15689,229
15690,9078
15691,70
15692,941
15693,189
15695,337
15696,384
15697,3038
15698,791
15701,34704
15710,266
15711,412
15712,151
15713,294
15714,5323
15715,621
15716,683
15717,10847
15721,234
15722,2432
15723,46
15724,2412
15725,1446
15727,168
15728,3701
15729,1537
15730,69
15731,315
15732,1669
15733,108
15734,322
15736,613
15737,83
15738,265
15739,462
15741,83
15742,950
15744,105
15745,337
15746,135
15747,2027
15748,7060
15750,245
15752,54
15753,513
15754,502
15756,207
15757,1618
15759,3004
15760,152
15761,111
15762,823
15764,163
15765,1707
15767,14668
15770,184
15771,991
15772,1715
15773,516
15774,3029
15775,751
15776,52
15777,170
15778,140
15779,414
15780,148
15781,94
15783,140
15784,67
15801,19270
15821,164
15823,1431
15824,5407
15825,9562
15827,231
15828,286
15829,1274
15832,328
15834,4533
15840,1993
15841,389
15845,3197
15846,3636
15847,255
15848,1027
15849,1399
15851,6671
15853,6578
15856,889
15857,13212
15860,1065
15861,174
15863,225
15864,1845
15865,1295
15866,261
15868,1350
15870,1326
15901,4190
15902,12513
15904,16608
15905,21226
15906,11144
15909,5611
15920,922
15921,176
15922,177
15923,1770
15924,1034
15925,147
15926,2676
15927,1176
15928,1974
15929,75
15930,241
15931,9148
15934,218
15935,2620
15936,1620
15937,779
15938,2583
15940,3992
15942,2079
15943,3942
15944,3472
15945,198
15946,7093
15948,550
15949,672
15951,453
15952,1413
15953,83
15954,2413
15955,2551
15956,2739
15957,755
15958,2301
15960,425
15961,854
15962,149
15963,11114
