GEOID,POP10
13020,150
13021,39506
13024,1733
13026,1914
13027,31637
13028,1350
13029,7109
13030,3892
13031,15551
13032,12790
13033,3556
13034,1989
13035,8617
13036,8680
13037,8897
13039,17537
13040,2758
13041,10705
13042,2356
13044,2512
13045,30112
13051,153
13052,1679
13053,5015
13054,1582
13057,14992
13060,2806
13061,1040
13062,173
13063,1898
13064,64
13066,12390
13068,5368
13069,24931
13071,1023
13072,1123
13073,6423
13074,4488
13076,2393
13077,6735
13078,9866
13080,3631
13081,1169
13082,4871
13083,1809
13084,4409
13087,168
13088,22156
13090,30124
13092,2606
13101,2508
13102,85
13103,326
13104,15567
13108,6175
13110,2338
13111,1700
13112,1973
13113,287
13114,6356
13115,224
13116,3457
13117,188
13118,6382
13120,2328
13122,1174
13123,314
13124,124
13126,37205
13131,3895
13132,4244
13134,119
13135,6617
13136,534
13138,61
13140,4488
13141,596
13142,6451
13143,2873
13144,1531
13145,1926
13146,2443
13147,1281
13148,10750
13152,7941
13153,399
13155,663
13156,2000
13157,695
13158,1855
13159,5184
13160,2027
13162,385
13163,339
13164,2338
13165,10741
13166,5610
13167,3342
13202,5438
13203,16029
13204,19931
13205,19201
13206,16443
13207,13897
13208,22854
13209,13243
13210,27606
13211,6517
13212,20356
13214,8793
13215,15245
13219,15363
13224,8891
13290,0
13301,98
13302,1610
13303,1153
13304,1684
13305,293
13308,3625
13309,5889
13310,624
13312,331
13313,526
13314,443
13315,1419
13316,6460
13317,3784
13318,1325
13319,1079
13320,2018
13321,1049
13322,1076
13323,11323
13324,2149
13325,866
13326,5561
13327,2056
13328,1267
13329,3889
13331,189
13332,2460
13333,62
13334,1374
13335,1590
13337,790
13338,1206
13339,6941
13340,8205
13341,102
13342,165
13343,1658
13345,177
13346,6735
13348,1469
13350,10093
13352,65
13353,86
13354,3342
13355,905
13357,11096
13360,333
13361,824
13362,60
13363,2315
13364,243
13365,8906
13367,8830
13368,1118
13402,1534
13403,7372
13404,236
13406,725
13407,5453
13408,4280
13409,2374
13410,241
13411,3264
13413,16135
13415,77
13416,2271
13417,3305
13418,255
13420,1266
13421,14125
13424,2725
13425,1970
13428,1635
13431,2069
13433,1820
13435,286
13436,108
13437,460
13438,3789
13439,3950
13440,42986
13441,51
13450,104
13452,4629
13454,826
13456,4164
13459,2222
13460,4429
13461,3083
13464,1189
13468,451
13469,847
13470,725
13471,3540
13472,310
13473,766
13475,28
13476,3032
13477,1452
13478,3083
13480,3532
13483,256
13484,176
13485,1132
13486,815
13488,98
13489,658
13490,1361
13491,3641
13492,11596
13493,2070
13494,314
13495,2144
13501,38546
13502,33257
13601,38158
13602,3881
13603,9760
13605,4777
13606,2716
13607,1822
13608,1719
13612,2852
13613,2726
13614,357
13615,1271
13616,1880
13617,11299
13618,1711
13619,10901
13620,2197
13621,650
13622,2432
13623,49
13624,5457
13625,1868
13626,2267
13628,220
13630,1525
13633,345
13634,3984
13635,1092
13636,282
13637,4491
13638,378
13639,243
13640,271
13641,91
13642,10088
13643,19
13646,2211
13647,69
13648,2424
13650,1391
13651,127
13652,1815
13654,2461
13655,3512
13656,2861
13658,2357
13659,593
13660,1891
13661,1646
13662,16582
13664,399
13665,882
13666,266
13667,3181
13668,3329
13669,16452
13670,430
13672,602
13673,2249
13674,126
13675,160
13676,16646
13677,93
13678,211
13679,1853
13680,1244
13681,897
13682,877
13684,1131
13685,2272
13687,479
13690,846
13691,3176
13692,27
13693,503
13694,1507
13695,134
13696,87
13697,2281
13730,2805
13731,1162
13732,8153
13733,5216
13734,2287
13736,2338
13739,953
13740,554
13743,3806
13744,1137
13746,2539
13748,3800
13750,1092
13751,189
13752,782
13753,5848
13754,3310
13755,1228
13756,613
13757,1045
13760,44264
13774,201
13775,1631
13776,513
13777,727
13778,5948
13780,1045
13782,755
13783,2670
13784,172
13786,464
13787,3629
13788,991
13790,19104
13794,105
13795,3800
13796,1236
13797,2250
13801,1398
13802,718
13803,3975
13804,391
13806,205
13807,1199
13808,1771
13809,1517
13810,1149
13811,4354
13812,2348
13813,977
13815,13999
13820,22455
13825,3442
13826,58
13827,11759
13830,5042
13832,709
13833,4255
13834,118
13835,1511
13838,4409
13839,1405
13841,529
13842,695
13843,1888
13844,724
13845,83
13846,305
13847,67
13849,4551
13850,22004
13856,6596
13859,182
13860,94
13861,432
13862,4189
13863,688
13864,1149
13865,6371
13901,19773
13902,6177
13903,18763
13904,9579
13905,28026
