GEOID,POP10
57001,1672
57002,863
57003,1879
57004,3356
57005,10473
57006,24530
57010,493
57012,1160
57013,4440
57014,1471
57015,787
57016,693
57017,1340
57018,1372
57020,1502
57021,276
57022,4996
57024,428
57025,2795
57026,1458
57027,109
57028,3448
57029,2023
57030,2959
57031,741
57032,5906
57033,4713
57034,712
57035,1200
57036,811
57037,819
57038,1667
57039,3265
57040,389
57041,97
57042,8415
57043,1378
57045,996
57046,626
57047,256
57048,1170
57049,5789
57050,191
57051,263
57052,452
57053,1893
57054,502
57055,1090
57057,152
57058,1973
57059,1522
57061,102
57062,2410
57063,1006
57064,5072
57065,397
57066,1508
57067,537
57068,1512
57069,11988
57070,1387
57071,2758
57072,584
57073,711
57075,893
57076,521
57077,1324
57078,19121
57103,34480
57104,25901
57105,22268
57106,39852
57107,8044
57108,17267
57110,12309
57117,61
57197,959
57201,24983
57212,2062
57213,485
57214,75
57216,1044
57217,244
57218,327
57219,567
57220,767
57221,808
57223,1356
57224,195
57225,1873
57226,2072
57227,434
57231,1695
57232,299
57233,118
57234,1274
57235,844
57236,118
57237,665
57238,483
57239,223
57241,1048
57242,432
57243,604
57245,126
57246,161
57247,320
57248,1057
57249,994
57251,127
57252,4800
57255,538
57256,127
57257,810
57258,385
57259,505
57260,1093
57261,321
57262,4963
57263,450
57264,219
57265,225
57266,607
57268,443
57269,413
57270,904
57271,247
57272,173
57273,1316
57274,2813
57276,1178
57278,748
57279,1058
57301,18375
57311,1616
57312,516
57313,1128
57314,734
57315,987
57317,526
57319,1003
57321,388
57322,296
57323,215
57324,383
57325,3054
57328,1134
57329,258
57330,625
57331,459
57332,730
57334,895
57335,244
57337,140
57339,1525
57340,355
57341,151
57342,558
57344,155
57345,1238
57346,68
57348,527
57349,1493
57350,14534
57353,829
57355,1352
57356,1993
57358,34
57359,649
57361,198
57362,2149
57363,1003
57364,56
57365,522
57366,2228
57367,210
57368,1226
57369,2495
57370,814
57371,234
57373,437
57374,343
57375,647
57376,1010
57379,84
57380,3470
57381,490
57382,1591
57383,732
57384,839
57385,1221
57386,209
57401,30061
57420,75
57421,88
57422,235
57424,291
57426,63
57427,620
57428,710
57429,94
57430,2243
57432,465
57433,383
57434,566
57435,247
57436,384
57437,1286
57438,1580
57439,52
57440,612
57441,607
57442,1664
57445,2068
57446,472
57448,348
57449,146
57450,672
57451,2293
57452,278
57454,558
57455,96
57456,862
57457,90
57460,365
57461,392
57465,371
57466,124
57467,293
57468,247
57469,3305
57470,143
57471,674
57472,953
57473,161
57474,197
57475,160
57476,463
57477,117
57479,666
57481,598
57501,16309
57520,153
57521,167
57522,463
57523,1094
57528,748
57529,395
57531,228
57532,2835
57533,1900
57534,183
57536,469
57537,83
57538,322
57540,106
57541,167
57543,870
57544,419
57547,139
57548,1380
57551,2279
57552,554
57553,153
57555,3834
57559,638
57560,436
57562,98
57563,240
57564,995
57566,1060
57567,1406
57568,689
57569,445
57570,2064
57571,14
57572,1847
57574,104
57576,204
57577,1211
57579,1330
57580,4449
57584,125
57585,226
57601,4003
57620,515
57621,378
57622,318
57623,1042
57625,4230
57626,971
57630,32
57631,361
57632,634
57633,414
57634,115
57636,164
57638,1921
57639,371
57640,176
57641,295
57642,1917
57644,335
57645,217
57646,199
57648,335
57649,217
57650,29
57651,115
57652,402
57656,723
57657,203
57658,446
57660,99
57661,88
57701,43462
57702,32980
57703,14205
57706,2903
57714,872
57716,486
57717,8007
57718,6307
57719,6217
57720,651
57722,283
57724,210
57725,162
57730,5315
57732,1979
57735,1327
57738,170
57741,63
57744,2238
57745,2109
57747,5870
57748,318
57750,295
57751,844
57752,2245
57754,3793
57755,116
57756,1126
57758,200
57759,546
57760,1353
57761,1210
57762,531
57763,282
57764,1923
57766,237
57767,149
57769,3515
57770,5271
57772,2048
57773,133
57775,230
57776,15
57779,333
57780,102
57782,61
57783,14290
57785,9377
57787,365
57788,485
57790,1111
57791,190
57792,129
57793,1913
57794,644
57799,660
