GEOID,POP10
30002,5861
30004,53033
30005,34442
30008,29822
30009,13722
30011,14402
30012,27258
30013,25183
30014,35037
30016,51140
30017,20160
30019,40447
30021,21989
30022,64359
30024,64614
30025,9270
30028,22182
30030,26473
30032,47222
30033,30763
30034,43113
30035,20396
30038,37233
30039,41517
30040,54653
30041,52749
30043,80241
30044,79701
30045,34402
30046,34523
30047,59660
30052,59451
30054,11985
30055,3018
30056,2500
30058,52945
30060,34562
30062,62136
30064,46076
30066,52936
30067,45182
30068,31595
30070,342
30071,23005
30072,730
30075,52573
30076,42678
30078,33057
30079,2960
30080,49905
30082,25905
30083,50384
30084,35921
30087,36761
30088,25257
30092,31704
30093,53351
30094,31244
30096,62265
30097,41715
30101,54373
30102,37470
30103,14781
30104,4708
30105,2294
30106,20300
30107,12908
30108,7256
30110,13349
30113,6218
30114,49774
30115,35672
30116,23156
30117,34296
30118,2373
30120,38085
30121,22078
30122,21561
30124,2978
30125,24352
30126,37088
30127,60347
30132,34215
30134,43356
30135,61912
30137,1650
30139,3845
30141,22457
30143,21145
30144,52252
30145,8378
30147,4365
30148,453
30149,1569
30152,40393
30153,18411
30157,45123
30161,35058
30164,16
30165,39975
30168,24241
30170,2994
30171,3491
30173,6221
30175,6074
30176,7050
30177,1049
30178,3468
30179,16807
30180,34274
30182,2666
30183,5282
30184,6847
30185,3892
30187,8740
30188,52380
30189,36859
30204,13493
30205,3061
30206,2958
30213,29384
30214,28913
30215,33665
30216,2159
30217,9433
30218,1974
30220,5533
30222,4042
30223,36769
30224,25197
30228,38569
30230,9103
30233,23218
30234,1934
30236,46434
30238,34713
30240,30014
30241,23176
30248,23249
30250,679
30251,2342
30252,41428
30253,49380
30256,2826
30257,4138
30258,2622
30259,3041
30260,23244
30263,53008
30265,31713
30268,9090
30269,35069
30273,14709
30274,31893
30275,19
30276,13866
30277,20270
30281,66140
30284,55
30285,707
30286,23490
30288,8929
30289,82
30290,8286
30291,21010
30292,5943
30293,2981
30294,39865
30295,4159
30296,25840
30297,27188
30303,5934
30305,22999
30306,22246
30307,18004
30308,15413
30309,21845
30310,26912
30311,32218
30312,19360
30313,9495
30314,22020
30315,33857
30316,31110
30317,11970
30318,49736
30319,38423
30322,2023
30324,24267
30326,4802
30327,22208
30328,30348
30329,28539
30331,54094
30332,2970
30334,1
30336,971
30337,11505
30338,33617
30339,18304
30340,29394
30341,31793
30342,29879
30344,31776
30345,23129
30346,4696
30349,67602
30350,34740
30354,14857
30360,14536
30363,2680
30401,13500
30410,2168
30411,4371
30412,80
30413,1575
30415,6780
30417,11090
30420,1460
30421,3381
30423,120
30425,1198
30426,1100
30427,12864
30428,2766
30429,205
30434,5728
30436,11961
30438,74
30439,10877
30441,1663
30442,7698
30445,3285
30446,1357
30448,81
30449,119
30450,2583
30451,33
30452,1567
30453,9703
30454,538
30455,597
30456,2119
30457,6424
30458,41139
30460,427
30461,13390
30464,78
30467,12600
30470,517
30471,4702
30473,2972
30474,16594
30475,52
30477,3070
30501,28048
30504,22463
30506,41667
30507,28399
30510,8291
30511,3186
30512,19490
30513,11172
30516,2054
30517,11963
30518,45211
30519,39812
30520,4426
30521,4944
30522,1092
30523,12904
30525,7364
30527,4043
30528,22679
30529,10920
30530,6752
30531,11279
30533,25296
30534,26685
30535,7042
30536,8363
30537,1249
30538,2854
30540,17297
30541,1603
30542,31946
30543,4487
30545,936
30546,6496
30547,3268
30548,15870
30549,22500
30552,1697
30553,7232
30554,8535
30555,2061
30557,4975
30558,5456
30559,4333
30560,4599
30562,1128
30563,5373
30564,4463
30565,4758
30566,7906
30567,2981
30568,1877
30571,3682
30572,1260
30573,163
30575,1375
30576,2521
30577,22230
30581,73
30582,4567
30601,20835
30602,2409
30605,39952
30606,40225
30607,10895
30609,1956
30619,1440
30620,12486
30621,5109
30622,10344
30623,154
30624,2611
30625,2438
30627,2273
30628,6556
30629,4531
30630,2438
30631,1767
30633,8474
30634,2281
30635,16109
30641,1810
30642,11001
30643,16382
30646,6946
30648,2988
30650,11708
30655,24136
30656,15133
30660,1191
30662,8537
30663,3032
30664,38
30665,80
30666,8659
30667,1035
30668,1924
30669,3313
30673,7897
30677,17065
30678,1294
30680,37837
30683,6749
30701,40053
30705,33566
30707,16483
30708,293
30710,6661
30711,3569
30720,26895
30721,53601
30725,4647
30726,56
30728,19612
30730,1993
30731,2428
30733,2080
30734,3466
30735,6153
30736,41029
30738,3799
30739,5571
30740,8600
30741,29290
30742,7460
30746,1223
30747,16859
30750,4125
30751,91
30752,9800
30753,6697
30755,9590
30756,74
30757,1787
30802,6321
30803,741
30805,2734
30807,92
30808,4615
30809,38168
30810,2138
30812,363
30813,30415
30814,8150
30815,39640
30816,2109
30817,7676
30818,555
30820,1205
30821,882
30822,526
30823,1800
30824,17201
30828,4368
30830,13966
30833,4043
30901,16445
30903,585
30904,25666
30905,8955
30906,57748
30907,50913
30909,41585
30912,296
