GEOID,POP10
56001,46327
56003,14335
56007,21228
56009,1613
56010,1129
56011,8925
56013,4531
56014,797
56016,1096
56017,1620
56019,914
56020,115
56021,1038
56022,70
56023,485
56024,2759
56025,507
56026,2012
56027,969
56028,1372
56029,744
56031,12401
56032,313
56033,345
56034,496
56035,546
56036,1959
56037,1635
56039,957
56041,1066
56042,720
56043,486
56044,2082
56045,813
56046,94
56047,117
56048,3898
56050,1464
56051,703
56052,699
56054,923
56055,3902
56056,96
56057,3867
56058,5985
56060,452
56062,3208
56063,2724
56065,2844
56068,1087
56069,4467
56071,11817
56072,2389
56073,16759
56074,2004
56075,171
56078,476
56080,770
56081,6098
56082,13597
56083,874
56085,5451
56087,3179
56088,1946
56089,155
56090,694
56091,367
56093,12831
56096,3021
56097,3715
56098,2124
56101,5867
56110,1843
56111,420
56113,238
56114,361
56115,1366
56116,628
56117,399
56118,421
56119,1017
56120,1121
56121,659
56122,586
56123,514
56125,65
56127,398
56128,1984
56129,741
56131,2293
56132,540
56134,462
56136,1118
56137,1149
56138,899
56139,430
56140,59
56141,323
56142,981
56143,4478
56144,1143
56145,622
56146,40
56147,192
56149,1268
56150,2742
56151,823
56152,1507
56153,224
56155,419
56156,6066
56157,788
56158,434
56159,2928
56160,214
56161,400
56162,285
56164,5969
56165,349
56166,253
56167,661
56168,932
56169,681
56170,587
56171,1821
56172,3164
56173,424
56174,357
56175,3085
56176,1137
56177,45
56178,1746
56180,1408
56181,1147
56183,1263
56185,560
56186,388
56187,14170
56201,23173
56207,251
56208,2066
56209,2339
56210,13
56211,529
56212,531
56214,725
56215,4693
56216,670
56218,628
56219,1082
56220,3070
56221,773
56222,1984
56223,1408
56224,333
56225,834
56226,254
56227,223
56228,882
56229,1871
56230,854
56231,390
56232,2415
56235,579
56236,359
56237,600
56239,596
56240,1042
56241,4166
56243,1725
56244,1496
56245,535
56248,807
56249,296
56251,987
56252,1238
56253,1015
56255,394
56256,2581
56257,508
56258,15617
56260,929
56262,724
56263,541
56264,2204
56265,7757
56266,1628
56267,6807
56270,1061
56271,1196
56273,4797
56274,177
56276,298
56277,3191
56278,2601
56279,1271
56280,480
56281,619
56282,1510
56283,6636
56284,2111
56285,1096
56287,81
56288,4696
56289,634
56291,501
56292,636
56293,1223
56294,84
56295,310
56296,2029
56297,867
56301,32434
56303,25984
56304,16020
56307,5157
56308,23961
56309,1185
56310,5120
56311,757
56312,2365
56313,106
56314,1258
56315,1591
56316,1580
56318,1238
56319,1321
56320,8080
56321,1536
56323,496
56324,1115
56325,211
56326,1526
56327,803
56328,128
56329,7367
56330,1691
56331,2019
56332,1407
56334,5497
56335,199
56336,1514
56338,1691
56339,1129
56340,2288
56342,2739
56343,926
56345,14786
56347,7062
56349,733
56350,570
56352,5868
56353,8996
56354,1367
56355,579
56356,300
56357,1029
56358,3256
56359,3878
56360,3917
56361,2403
56362,5844
56363,155
56364,5416
56367,6263
56368,4239
56369,528
56371,99
56373,3051
56374,9868
56375,852
56376,358
56377,17648
56378,7778
56379,16163
56381,2458
56382,1540
56384,328
56385,928
56386,652
56387,6734
56389,111
56401,29439
56425,7655
56431,8931
56433,1840
56434,235
56435,2372
56436,67
56437,1380
56438,2949
56440,1409
56441,3596
56442,2381
56443,1417
56444,3087
56446,1597
56447,1150
56448,332
56449,1769
56450,1017
56452,1755
56453,871
56455,1488
56456,50
56458,357
56461,3241
56464,4336
56465,2062
56466,3116
56467,2412
56468,4589
56469,998
56470,10334
56472,7459
56473,3380
56474,4244
56475,1655
56477,2758
56479,5384
56481,2031
56482,6666
56484,3205
56501,16290
56510,2333
56511,1878
56514,3696
56515,2892
56516,294
56517,279
56518,388
56519,300
56520,3983
56521,757
56522,538
56523,539
56524,661
56525,106
56527,840
56528,1673
56529,4026
56531,1994
56533,291
56534,1164
56535,1363
56536,482
56537,18548
56540,1962
56541,24
56542,2829
56543,276
56544,5294
56545,682
56546,346
56547,2700
56548,771
56549,4508
56550,414
56551,2237
56552,429
56553,293
56554,2709
56556,1160
56557,2811
56560,40766
56565,107
56566,668
56567,3169
56568,142
56569,1357
56570,1238
56571,1800
56572,5454
56573,5993
56574,266
56575,763
56576,799
56577,21
56578,747
56579,1136
56580,1171
56581,287
56583,168
56584,1553
56585,1049
56586,1839
56587,1404
56588,568
56589,1975
56590,373
56591,170
56592,516
56593,14
56594,440
56601,32225
56621,4639
56623,2749
56626,356
56627,309
56628,1681
56629,197
56630,2117
56633,4541
56634,1639
56636,5137
56637,227
56639,459
56641,324
56644,787
56646,355
56647,839
56649,9932
56650,722
56651,538
56652,539
56653,1336
56654,153
56655,1303
56657,304
56658,6
56659,54
56660,240
56661,942
56662,511
56663,220
56666,1066
56667,662
56668,136
56669,375
56670,1440
56671,3371
56672,2097
56673,795
56676,1663
56678,1321
56680,117
56681,318
56683,772
56684,282
56685,117
56686,984
56687,73
56688,157
56701,12690
56710,490
56711,96
56713,1022
56714,1157
56715,350
56716,9416
56720,57
56721,10096
56722,386
56723,970
56724,159
56725,978
56726,1631
56727,769
56728,1364
56729,140
56731,93
56732,1136
56733,390
56734,467
56735,816
56736,903
56737,871
56738,1368
56741,23
56742,918
56744,621
56748,600
56750,2539
56751,5575
56754,546
56755,102
56756,799
56757,932
56758,418
56759,364
56760,358
56761,488
56762,2494
56763,5180
