GEOID,POP10
95002,2077
95003,23974
95004,3918
95005,6311
95006,8979
95007,676
95008,45260
95010,9137
95012,10320
95013,80
95014,60717
95017,834
95018,7778
95019,7727
95020,57349
95023,48841
95030,12791
95032,25089
95033,9372
95035,66943
95037,45579
95039,1377
95041,160
95043,639
95045,4046
95046,6417
95050,35923
95051,54327
95053,2206
95054,23364
95060,46377
95062,36079
95064,7331
95065,8113
95066,14749
95070,30617
95073,10154
95075,331
95076,82474
95110,18730
95111,58466
95112,55927
95113,893
95116,51496
95117,30067
95118,31932
95119,9970
95120,37457
95121,37469
95122,56545
95123,62228
95124,47082
95125,51939
95126,31049
95127,61325
95128,34836
95129,38720
95130,13911
95131,28565
95132,40299
95133,25401
95134,15268
95135,20120
95136,42989
95138,18889
95139,6748
95140,191
95148,45528
95202,6521
95203,15696
95204,27786
95205,38069
95206,65004
95207,47965
95209,39488
95210,39009
95211,1545
95212,25239
95215,23224
95219,27884
95220,7273
95222,5292
95223,4612
95224,429
95225,672
95226,84
95227,941
95228,3976
95230,718
95231,4374
95232,304
95233,436
95234,70
95236,4223
95237,3167
95240,47172
95242,25393
95245,2277
95246,1615
95247,4368
95248,301
95249,4042
95250,78
95251,767
95252,13460
95254,480
95255,2042
95257,413
95258,4018
95301,37073
95303,912
95304,15706
95305,245
95306,970
95307,42753
95310,1882
95311,2197
95312,268
95313,1386
95314,0
95315,13018
95316,6573
95317,817
95318,541
95319,1749
95320,12819
95321,3736
95322,8942
95323,1260
95324,7324
95325,81
95326,9581
95327,9806
95328,3993
95329,2460
95330,17853
95333,2942
95334,15457
95335,541
95336,42675
95337,31557
95338,11062
95340,33931
95341,32967
95345,708
95346,1272
95348,30805
95350,51046
95351,46458
95354,25394
95355,58311
95356,30918
95357,11559
95358,31668
95360,11712
95361,31610
95363,25237
95364,53
95365,4985
95366,16575
95367,23173
95368,13614
95369,1099
95370,26803
95372,1963
95374,2030
95375,106
95376,49859
95377,30902
95379,3898
95380,41201
95382,36176
95383,3937
95385,429
95386,9877
95387,636
95388,13074
95389,1272
95391,9959
95401,36981
95403,45164
95404,39761
95405,21399
95407,39352
95409,27187
95410,950
95412,401
95415,1592
95417,297
95420,374
95421,1592
95422,15585
95423,3747
95425,10841
95426,2147
95427,459
95428,2516
95429,70
95430,44
95431,631
95432,426
95435,82
95436,5418
95437,14799
95439,675
95441,2014
95442,3178
95443,233
95444,748
95445,2093
95446,4750
95448,16852
95449,1507
95450,387
95451,11213
95452,1393
95453,11256
95454,2556
95456,795
95457,2893
95458,3104
95459,504
95460,2285
95461,3413
95462,1417
95463,169
95464,2673
95465,2083
95466,946
95467,5498
95468,1258
95469,1767
95470,6032
95471,522
95472,28255
95476,35394
95482,31808
95485,2557
95486,62
95488,280
95490,13264
95492,28532
95493,198
95494,139
95497,1305
95501,23976
95503,24152
95511,360
95514,254
95519,17432
95521,20199
95524,1787
95525,1733
95526,378
95527,627
95528,1139
95531,24528
95536,2849
95537,276
95540,13657
95542,2533
95543,765
95545,153
95546,3494
95547,1222
95548,1373
95549,805
95550,128
95551,1739
95552,697
95553,1062
95554,533
95555,410
95556,605
95558,425
95559,182
95560,1648
95562,3450
95563,652
95564,462
95565,1071
95567,1930
95568,136
95569,361
95570,2579
95571,271
95573,1744
95585,508
95587,201
95589,1612
95595,262
95601,198
95602,17509
95603,27844
95604,75
95605,14179
95606,196
95607,431
95608,59418
95610,44147
95612,1239
95614,3833
95615,834
95616,47032
95618,27281
95619,4842
95620,20553
95621,39819
95623,3806
95624,61989
95625,155
95626,5975
95627,3513
95628,40196
95629,832
95630,72180
95631,6076
95632,29269
95633,3349
95634,3232
95635,1262
95636,1101
95637,370
95638,2255
95639,283
95640,11353
95641,1986
95642,7164
95645,2037
95646,158
95648,47354
95650,12447
95651,637
95652,739
95653,527
95655,4314
95658,6285
95659,702
95660,30714
95661,29791
95662,31558
95663,2377
95664,1380
95665,4426
95666,5336
95667,36726
95668,815
95669,2443
95670,52973
95672,4773
95673,15455
95674,935
95675,381
95677,23333
95678,41192
95679,55
95680,146
95681,1226
95682,29114
95683,6180
95684,3422
95685,4680
95686,1405
95687,65096
95688,34379
95689,1244
95690,2533
95691,34737
95692,4769
95693,6758
95694,9156
95695,37946
95697,425
95698,236
95699,154
95701,983
95703,897
95709,4772
95713,9495
95714,382
95715,115
95717,231
95720,157
95721,37
95722,4585
95724,27
95726,8842
95728,386
95735,68
95736,240
95742,7749
95746,21460
95747,51870
95757,40222
95758,60435
95762,38797
95765,33974
95776,21902
95811,7595
95814,9922
95815,24680
95816,15579
95817,13534
95818,19811
95819,17141
95820,34480
95821,33550
95822,42347
95823,73985
95824,30221
95825,31084
95826,36628
95827,20269
95828,57862
95829,24755
95830,934
95831,41321
95832,11924
95833,37293
95834,25899
95835,35936
95837,315
95838,36764
95841,19448
95842,31806
95843,45048
95864,22447
95901,31314
95903,1732
95910,86
95912,4685
95914,578
95915,44
95916,1441
95917,3155
95918,2339
95919,1378
95920,274
95922,687
95923,58
95925,295
95926,37725
95928,36511
95930,69
95932,7718
95934,274
95935,631
95936,352
95937,1491
95938,3787
95939,604
95941,563
95942,1301
95943,879
95944,46
95945,25199
95946,9790
95947,1899
95948,10810
95949,19741
95950,569
95951,2601
95953,10718
95954,12251
95955,1517
95956,401
95957,761
95959,17838
95960,796
95961,26510
95962,1567
95963,15493
95965,20384
95966,30643
95968,1412
95969,27549
95970,530
95971,5970
95973,31957
95974,8
95975,1769
95977,1678
95978,143
95979,597
95981,97
95982,3221
95983,428
95984,120
95986,162
95987,5992
95988,8857
95991,40593
95993,36067
