GEOID,INTPTLAT,INTPTLONG
47001,39.072665,-84.965538
47003,39.559685,-84.834261
47006,39.291996,-85.215884
47010,39.501581,-84.848717
47011,38.881620,-85.076128
47012,39.427300,-84.983390
47016,39.372217,-84.890237
47017,38.935533,-85.185945
47018,38.996765,-85.086623
47020,38.815142,-84.924412
47022,39.204900,-84.951741
47023,39.080549,-85.381850
47024,39.476872,-85.199038
47025,39.165524,-84.866317
47030,39.424093,-85.132377
47031,39.124244,-85.156451
47032,39.086912,-85.043662
47034,39.203982,-85.327471
47035,39.309224,-84.905542
47036,39.391110,-85.245929
47037,39.169482,-85.325656
47038,38.850304,-84.849950
47040,38.922057,-84.941033
47041,39.234052,-85.083768
47042,39.019440,-85.255113
47043,38.790365,-85.090993
47060,39.301338,-84.885706
47102,38.765011,-85.792736
47104,38.540304,-85.421392
47106,38.464301,-85.899844
47108,38.640027,-86.248533
47110,38.098852,-86.185044
47111,38.466197,-85.632579
47112,38.195517,-86.162499
47114,38.285817,-86.084556
47115,38.348952,-86.209964
47116,38.324227,-86.622010
47117,38.106642,-85.967356
47118,38.310091,-86.497430
47119,38.372038,-85.881583
47120,38.463060,-86.188852
47122,38.305960,-85.984844
47123,38.267133,-86.479372
47124,38.371492,-86.010607
47125,38.463600,-86.313139
47126,38.547092,-85.775860
47129,38.313141,-85.768453
47130,38.333402,-85.697211
47135,38.048816,-86.074351
47136,38.235085,-85.966747
47137,38.168121,-86.390479
47138,38.682475,-85.584686
47140,38.380965,-86.362912
47141,38.547956,-85.612115
47142,38.084881,-86.213131
47143,38.468612,-85.768158
47145,38.329877,-86.306582
47147,38.592788,-85.545105
47150,38.283506,-85.847601
47160,38.164455,-86.050997
47161,38.321795,-86.103592
47162,38.545860,-85.460052
47163,38.533074,-85.669844
47164,38.414685,-86.102925
47165,38.503480,-86.006940
47166,38.306882,-86.167419
47167,38.611460,-86.095905
47170,38.685201,-85.844056
47172,38.399505,-85.774269
47175,38.376762,-86.567953
47177,38.589740,-85.791856
47201,39.158873,-85.993199
47203,39.230403,-85.832160
47220,38.876281,-86.049057
47223,39.050074,-85.472026
47224,38.888028,-85.215093
47226,39.282369,-85.868982
47227,38.867579,-85.654136
47229,38.803096,-85.867725
47230,38.792380,-85.625116
47231,38.901485,-85.493849
