GEOID,POP10
68001,77
68002,2150
68003,4284
68004,885
68005,22132
68007,7612
68008,12285
68010,745
68014,287
68015,1151
68016,413
68017,1692
68018,516
68019,550
68020,749
68022,16422
68023,2536
68025,30376
68028,10839
68029,899
68030,835
68031,1745
68033,392
68034,886
68036,402
68037,2286
68038,1280
68039,1421
68040,369
68041,955
68042,122
68044,724
68045,1801
68046,25191
68047,1614
68048,12422
68050,609
68055,341
68057,1544
68058,252
68059,3158
68061,2504
68062,311
68063,234
68064,3376
68065,1510
68066,5640
68067,1288
68068,127
68069,2558
68070,836
68071,1934
68072,66
68073,1960
68102,6102
68104,34664
68105,23842
68106,19936
68107,29491
68108,14664
68110,9173
68111,23393
68112,11508
68113,994
68114,16928
68116,25429
68117,8032
68118,9389
68122,9794
68123,27926
68124,15690
68127,21117
68128,17784
68130,17972
68131,12302
68132,14101
68133,9703
68134,28257
68135,25875
68136,13829
68137,24921
68138,12013
68142,3072
68144,24233
68147,10351
68152,5837
68154,22692
68157,5213
68164,27387
68178,1573
68301,1466
68303,289
68304,330
68305,4389
68307,515
68309,121
68310,14546
68313,900
68314,351
68315,129
68316,447
68317,1495
68318,526
68319,552
68320,369
68321,311
68322,440
68323,315
68324,174
68325,232
68326,241
68327,299
68328,429
68329,673
68331,961
68332,146
68333,8327
68335,518
68336,557
68337,383
68338,324
68339,1311
68340,992
68341,1041
68342,530
68343,1050
68344,441
68345,269
68346,493
68347,2570
68348,256
68349,1098
68350,216
68351,853
68352,5222
68354,839
68355,5113
68357,421
68358,1877
68359,1585
68360,501
68361,2573
68362,46
68364,142
68365,245
68366,1047
68367,461
68368,485
68370,2075
68371,1467
68372,2827
68375,121
68376,1445
68377,425
68378,680
68379,59
68380,81
68381,249
68382,41
68401,717
68402,1210
68403,206
68404,902
68405,3257
68406,458
68407,747
68409,807
68410,8716
68413,533
68414,256
68415,649
68416,226
68417,292
68418,1070
68419,256
68420,1285
68421,1107
68422,513
68423,898
68424,730
68428,1375
68430,1402
68431,353
68433,265
68434,8576
68436,581
68437,261
68438,142
68439,478
68440,110
68441,302
68442,313
68443,1047
68444,97
68445,152
68446,2690
68447,464
68448,399
68450,3182
68452,86
68453,304
68454,625
68455,681
68456,1127
68457,343
68458,135
68460,788
68461,734
68462,3827
68463,1517
68464,478
68465,2404
68466,1861
68467,9338
68502,26238
68503,15264
68504,16444
68505,15137
68506,27952
68507,13429
68508,14475
68510,20514
68512,11659
68514,127
68516,38956
68517,538
68520,1143
68521,31733
68522,12728
68523,1390
68524,5983
68526,4800
68527,696
68528,6285
68531,48
68532,493
68601,28185
68620,2967
68621,517
68622,275
68623,313
68624,1062
68626,614
68627,622
68628,826
68629,1344
68631,480
68632,3989
68633,1179
68634,345
68635,491
68636,1254
68637,267
68638,1749
68640,1613
68641,1063
68642,1721
68643,903
68644,721
68647,646
68648,484
68649,1835
68651,1470
68652,715
68653,783
68654,541
68655,159
68658,683
68659,215
68660,1137
68661,7282
68662,1231
68663,761
68664,300
68665,940
68666,1611
68667,92
68669,422
68701,30670
68710,830
68711,141
68713,2212
68714,1224
68715,1446
68716,1011
68717,198
68718,1765
68719,146
68720,340
68722,555
68723,566
68724,140
68725,501
68726,893
68727,730
68728,254
68729,1745
68730,1860
68731,2637
68732,260
68733,1286
68734,155
68735,922
68736,726
68739,3002
68740,892
68741,790
68742,243
68743,693
68745,1572
68746,480
68747,174
68748,3260
68749,65
68751,76
68752,789
68753,111
68755,259
68756,2058
68757,754
68758,1164
68759,295
68760,1364
68761,434
68763,4887
68764,753
68765,1380
68766,393
68767,3174
68768,642
68769,1806
68770,1552
68771,1637
68773,173
68774,348
68776,15447
68777,774
68778,572
68779,2433
68780,1028
68781,1407
68783,1086
68784,2104
68785,274
68786,1079
68787,6647
68788,4898
68789,176
68790,777
68791,1800
68792,407
68801,30005
68803,22560
68810,1109
68812,785
68813,534
68814,911
68815,596
68816,180
68817,386
68818,5475
68820,391
68821,134
68822,4834
68823,2401
68824,1414
68825,1024
68826,3955
68827,693
68828,240
68831,812
68832,1974
68833,299
68834,226
68835,485
68836,1688
68837,103
68838,301
68840,2945
68841,610
68842,668
68843,806
68844,228
68845,19523
68846,296
68847,16504
68849,384
68850,12295
68852,565
68853,1559
68854,731
68855,417
68856,611
68858,266
68859,509
68860,324
68861,118
68862,3007
68863,1151
68864,1027
68865,894
68866,850
68869,2202
68870,439
68871,250
68872,853
68873,3289
68874,956
68875,658
68876,1545
68878,446
68879,417
68881,73
68882,473
68883,2411
68901,26354
68920,1446
68922,1336
68923,131
68924,1180
68925,474
68926,783
68927,1164
68928,426
68929,160
68930,1461
68932,493
68933,932
68934,188
68935,750
68936,243
68937,1836
68938,582
68939,1318
68940,496
68941,832
68942,490
68943,269
68944,1323
68945,213
68946,53
68947,549
68948,363
68949,6567
68950,331
68952,172
68954,94
68955,2025
68956,1215
68957,631
68958,661
68959,4015
68960,183
68961,732
68964,135
68966,674
68967,1142
68969,38
68970,1342
68971,458
68972,209
68973,463
68974,184
68975,160
68976,316
68977,342
68978,2377
68979,1888
68980,388
68981,314
68982,649
