GEOID,INTPTLAT,INTPTLONG
36003,32.451985,-86.723689
36005,31.888214,-85.719600
36006,32.642055,-86.722635
36009,31.594781,-86.301377
36010,31.663655,-85.797803
36013,32.284669,-85.985235
36016,31.850223,-85.414706
36017,31.679443,-85.557720
36020,32.479374,-86.322997
36022,32.623499,-86.405578
36024,32.671798,-86.025021
36025,32.544042,-86.324972
36026,32.775480,-86.130993
36027,32.060643,-85.116624
36028,31.495470,-86.392802
36029,32.181872,-85.933154
36030,31.870914,-86.876220
36031,32.247120,-85.737437
36032,31.994630,-86.568637
36033,31.671714,-86.770613
36034,31.621045,-86.111209
36035,31.788705,-86.126215
36036,31.973940,-86.161676
36037,31.799009,-86.628615
36038,31.435078,-86.491253
36039,32.298948,-85.837560
36040,32.173924,-86.684172
36041,31.913800,-86.319978
36042,31.868619,-86.459989
36043,32.201153,-86.420747
36046,32.022765,-86.336448
36047,32.075247,-86.517854
36048,31.804471,-85.592260
36049,31.768143,-86.277257
36051,32.685457,-86.500020
36052,32.184093,-86.048285
36053,32.029240,-85.443571
36054,32.481879,-86.366311
36064,32.296635,-86.077885
36066,32.479684,-86.424001
36067,32.509379,-86.564904
36069,32.094138,-86.149865
36071,31.706685,-86.397754
36075,32.378389,-85.923700
36078,32.538247,-85.934103
36079,31.764156,-86.003013
36080,32.701863,-86.281358
36081,31.903745,-85.898152
36082,31.802761,-85.954635
36083,32.385764,-85.682934
36088,32.415281,-85.720314
36089,32.152306,-85.697807
36091,32.750447,-86.508548
36092,32.617007,-86.201587
36093,32.494564,-86.133634
36104,32.398820,-86.326502
36105,32.209701,-86.288698
36106,32.352820,-86.257585
36107,32.383689,-86.279303
36108,32.339100,-86.401107
36109,32.388957,-86.242148
36110,32.446582,-86.255772
36111,32.336579,-86.271324
36112,32.380826,-86.349141
36113,32.382440,-86.363389
36115,32.406769,-86.246702
36116,32.273588,-86.214473
36117,32.378728,-86.145011
36201,33.649160,-85.879642
36203,33.583080,-85.834626
36205,33.717379,-85.794817
36206,33.733284,-85.809715
36207,33.680005,-85.709110
36250,33.765322,-85.901096
36251,33.226536,-85.869250
36255,33.168154,-85.730440
36256,33.046308,-85.704818
36258,33.477734,-85.717338
36260,33.582149,-85.996958
36262,33.791445,-85.475464
36263,33.466234,-85.359330
36264,33.596601,-85.550422
36265,33.847655,-85.784916
36266,33.349846,-85.734316
36267,33.197365,-85.948287
36268,33.494798,-85.929452
36269,33.739797,-85.383876
36271,33.781230,-86.018690
36272,33.942955,-85.594514
36273,33.545385,-85.377204
36274,33.172139,-85.362824
36276,33.132677,-85.570266
36277,33.757469,-85.818226
36278,33.331042,-85.522981
36279,33.872274,-85.889336
36280,33.380406,-85.388737
36301,31.140068,-85.398290
36303,31.266568,-85.401317
36305,31.204368,-85.495839
36310,31.595148,-85.208852
36311,31.607649,-85.686916
36312,31.170833,-85.236826
36313,31.178551,-85.793943
36314,31.018937,-85.772824
36316,31.175691,-85.863975
36317,31.643557,-85.404255
36318,31.169524,-85.950531
36319,31.331819,-85.149182
36320,31.049965,-85.315820
