GEOID,POP10,INTPTLAT,INTPTLONG
601,18570,18.180555,-66.749961
602,41520,18.362268,-67.17613
603,54689,18.455182999999998,-67.119887
606,6615,18.158345,-66.932911
610,29016,18.290955,-67.12586800000001
612,67010,18.402239,-66.7114
616,11017,18.420412,-66.67197900000001
617,24597,18.445147,-66.559696
622,7853,17.991245000000003,-67.153993
623,43061,18.083435,-67.15387700000001
624,26241,18.063275,-66.71596600000001
627,35159,18.415029999999998,-66.861879
631,1852,18.190607,-66.832041
637,25287,18.076713,-66.947389
638,18941,18.291088000000002,-66.513306
641,31191,18.262961999999998,-66.71401999999999
646,38199,18.433167,-66.28594100000001
647,6172,17.963613,-66.94712700000001
650,14998,18.349416,-66.578079
652,4715,18.451934,-66.60311300000001
653,13307,17.985452,-66.888933
656,21481,18.053539,-66.79293100000001
659,41953,18.407222,-66.80900799999999
660,17250,18.134644,-67.116158
662,43282,18.467481,-67.015974
664,16784,18.213419000000002,-66.589613
667,25968,18.003422,-67.03581
669,29744,18.270899,-66.866375
670,9807,18.236832,-66.990114
674,44457,18.422908,-66.489337
676,40316,18.377751,-67.080344
677,15272,18.33256,-67.227006
678,27819,18.434099,-66.927384
680,58140,18.181938,-67.133802
682,32615,18.221443,-67.156062
683,33772,18.1078,-67.037263
685,42831,18.332926999999998,-66.959875
687,32610,18.318386,-66.41803399999999
688,13543,18.382264000000003,-66.62643800000001
690,6255,18.49551,-67.098671
692,37511,18.410188,-66.336556
693,61038,18.423023999999998,-66.39723000000001
694,328,18.48237,-66.391079
698,41782,18.064848,-66.856319
703,28605,18.248401,-66.130662
704,8577,17.965770000000003,-66.219555
705,25598,18.128961,-66.266683
707,12225,18.013648,-65.920712
714,19566,18.000198,-66.04294300000001
715,3656,18.011232999999997,-66.56006500000001
716,33779,17.990567000000002,-66.60754200000001
717,18457,18.003222,-66.614037
718,26606,18.231988,-65.759623
719,30990,18.289927,-66.25344
720,23129,18.217945999999998,-66.428076
723,19277,18.043822,-66.015578
725,89374,18.218819,-66.042375
727,58382,18.215308,-66.073565
728,44908,17.989853,-66.664116
729,53750,18.329829,-65.885142
730,35742,18.030831,-66.616838
731,15524,18.108039,-66.634653
735,13730,18.252604,-65.68249399999999
736,51532,18.103624,-66.151667
738,34922,18.304458,-65.698711
739,39678,18.177265,-66.160577
740,2071,18.33116,-65.63412
741,4971,18.163745000000002,-65.754021
745,55062,18.35284,-65.817813
751,23129,18.001317,-66.252183
754,40828,18.147129999999997,-65.97628900000001
757,23263,17.995441,-66.391334
765,9098,18.130095999999998,-65.439369
766,26488,18.133195999999998,-66.476916
767,38019,18.069413,-65.89649
769,40248,18.1038,-66.357586
771,38394,18.187201,-65.871196
772,23105,18.438969,-65.905174
773,20068,18.343799,-65.726378
775,1786,18.327485,-65.29597700000001
777,40684,18.224133,-65.90854200000001
778,45429,18.263023,-65.979078
780,13800,18.102834,-66.568105
782,19304,18.225707999999997,-66.221633
783,36557,18.303910000000002,-66.32617900000001
784,44637,18.010721,-66.133613
786,357,18.155424,-66.229907
791,53417,18.136751999999998,-65.821487
794,30585,18.199014000000002,-66.309782
795,48736,18.060532000000002,-66.499473
901,7080,18.465424,-66.10472299999999
906,4,18.46446,-66.094995
907,17458,18.452679,-66.078113
909,6230,18.44161,-66.067132
911,8623,18.451128,-66.056223
912,6801,18.445289000000002,-66.060139
913,9312,18.44997,-66.042664
915,32820,18.437179,-66.045571
917,21053,18.420673999999998,-66.050105
918,18056,18.421022,-66.065789
920,17893,18.414292,-66.088042
921,37763,18.392273,-66.088552
923,29086,18.409307000000002,-66.038888
924,56691,18.399196,-66.012452
925,8696,18.400296,-66.050602
926,108862,18.3454,-66.05154499999999
927,14936,18.387953,-66.072098
934,288,18.411313,-66.124234
936,681,18.395463,-66.07377199999999
949,82278,18.430695999999998,-66.21283299999999
950,9,18.463692,-66.23455899999999
951,35,18.427529999999997,-66.253789
952,10008,18.427441,-66.18203199999999
953,73014,18.360727,-66.251526
956,79304,18.319539000000002,-66.168891
957,45680,18.368533,-66.18769300000001
959,50560,18.388924,-66.154999
960,1779,18.416919,-66.14579499999999
961,32429,18.412229999999997,-66.16516800000001
962,22491,18.442299,-66.14535699999999
965,9134,18.433757,-66.114752
966,16676,18.401536,-66.117584
968,3478,18.406077,-66.101223
969,42219,18.368062,-66.108062
971,30986,18.318832,-66.119215
976,65136,18.336408,-65.994057
979,17030,18.444389,-66.030129
982,16428,18.411261,-65.99204499999999
983,39234,18.418007,-65.97707
985,36553,18.408588,-65.946933
987,63661,18.338161,-65.94108299999999
