GEOID,POP10,INTPTLAT,INTPTLONG
13020,150,42.816424,-76.074504
13021,39506,42.922278999999996,-76.558539
13024,1733,42.934596,-76.574232
13026,1914,42.744043,-76.652266
13027,31637,43.166437,-76.364345
13028,1350,43.301187,-75.926835
13029,7109,43.225941999999996,-76.15134300000001
13030,3892,43.152233,-75.962695
13031,15551,43.044464000000005,-76.310286
13032,12790,43.081629,-75.76605
13033,3556,43.188494,-76.562626
13034,1989,42.961985999999996,-76.711189
13035,8617,42.940856,-75.830147
13036,8680,43.309256,-76.166775
13037,8897,43.062303,-75.855983
13039,17537,43.172142,-76.056249
13040,2758,42.559649,-75.930761
13041,10705,43.192089,-76.192302
13042,2356,43.26045,-75.85258
13044,2512,43.291249,-75.996241
13045,30112,42.573807,-76.202102
13051,153,42.876725,-75.90863900000001
13052,1679,42.712309999999995,-75.86519399999999
13053,5015,42.479574,-76.26791899999999
13054,1582,43.169352,-75.666823
13057,14992,43.101955,-76.03791899999999
13060,2806,43.022861999999996,-76.411872
13061,1040,42.871851,-75.76208199999999
13062,173,42.484095,-76.384376
13063,1898,42.847849,-75.977961
13064,64,43.328996000000004,-76.711915
13066,12390,43.032475,-76.000667
13068,5368,42.492430999999996,-76.359199
13069,24931,43.329278,-76.380658
13071,1023,42.675103,-76.542586
13072,1123,42.762209999999996,-75.763989
13073,6423,42.58367,-76.387923
13074,4488,43.310916999999996,-76.54984300000001
13076,2393,43.353716999999996,-76.14931899999999
13077,6735,42.727973,-76.211042
13078,9866,42.958484000000006,-76.061077
13080,3631,43.09321,-76.485258
13081,1169,42.673617,-76.627152
13082,4871,43.10273,-75.959888
13083,1809,43.645972,-75.97867600000001
13084,4409,42.880541,-76.12447399999999
13087,168,42.708597,-76.15405
13088,22156,43.112421000000005,-76.18945699999999
13090,30124,43.153084,-76.212402
13092,2606,42.654563,-76.41929499999999
13101,2508,42.589125,-76.056007
13102,85,42.550304,-76.292002
13103,326,43.325759999999995,-76.109544
13104,15567,42.963029999999996,-75.94843900000001
13108,6175,42.964845000000004,-76.331113
13110,2338,42.895398,-76.280364
13111,1700,43.258488,-76.614264
13112,1973,43.106266,-76.417239
13113,287,43.16265,-76.538623
13114,6356,43.465706,-76.244786
13115,224,43.398646,-76.478779
13116,3457,43.074797,-76.007947
13117,188,43.009299,-76.70750799999999
13118,6382,42.755584999999996,-76.38727800000001
13120,2328,42.933170000000004,-76.175146
13122,1174,42.841182,-75.856505
13123,314,43.233564,-75.769068
13124,124,42.661074,-75.823604
13126,37205,43.438798,-76.457454
13131,3895,43.423243,-76.091802
13132,4244,43.271927000000005,-76.251046
13134,119,42.967368,-75.684678
13135,6617,43.253687,-76.314375
13136,534,42.614098,-75.844788
13138,61,42.899087,-76.014634
13140,4488,43.060381,-76.650274
13141,596,42.752495,-76.18569699999999
13142,6451,43.554899,-76.137872
13143,2873,43.235788,-76.714793
13144,1531,43.568746999999995,-75.977023
13145,1926,43.650319,-76.119141
13146,2443,43.085645,-76.750191
13147,1281,42.775406,-76.569608
13148,10750,42.914871999999995,-76.783434
13152,7941,42.890839,-76.37262
13153,399,42.996557,-76.453627
13155,663,42.674546,-75.776726
13156,2000,43.325994,-76.661304
