GEOID,POP10,INTPTLAT,INTPTLONG
77002,16793,29.756845000000002,-95.365652
77003,10508,29.749808,-95.345901
77004,32692,29.724892999999998,-95.363752
77005,25528,29.718434999999996,-95.42355500000001
77006,19664,29.74097,-95.391302
77007,30853,29.771545,-95.41108299999999
77008,30482,29.798249,-95.416933
77009,38094,29.795344,-95.36759
77010,366,29.753624,-95.35981
77011,19547,29.743564000000003,-95.30891
77012,20719,29.718525,-95.274137
77013,17602,29.791808000000003,-95.22899100000001
77014,28684,29.981209000000003,-95.463971
77015,53621,29.76393,-95.173121
77016,26989,29.862532,-95.29998
77017,32561,29.689823999999998,-95.25239300000001
77018,25563,29.826448,-95.42626700000001
77019,18944,29.75415,-95.409498
77020,25464,29.773179,-95.314327
77021,26042,29.69843,-95.3569
77022,29557,29.831590000000002,-95.379553
77023,28998,29.721825,-95.318275
77024,34775,29.771225,-95.511751
77025,26137,29.685706,-95.434764
77026,23940,29.800187,-95.328888
77027,14331,29.740078999999998,-95.446409
77028,16808,29.825715000000002,-95.286149
77029,17814,29.759665000000002,-95.256251
77030,10258,29.706787,-95.401748
77031,15762,29.652205,-95.54623000000001
77032,12757,29.987804999999998,-95.353412
77033,27965,29.66688,-95.335133
77034,33678,29.619365000000002,-95.191192
77035,35896,29.653418,-95.475296
77036,71969,29.701846999999997,-95.534537
77037,19819,29.890359999999998,-95.392527
77038,26713,29.918595,-95.441194
77039,27562,29.911171000000003,-95.34118199999999
77040,45081,29.874575,-95.52709899999999
77041,37146,29.8586,-95.580768
77042,36385,29.741325,-95.560254
77043,23358,29.812687,-95.583634
77044,30949,29.906619,-95.180595
77045,31255,29.635793,-95.432889
77046,1196,29.733777000000003,-95.433346
77047,21077,29.61065,-95.386863
77048,15294,29.618714,-95.324221
77049,28521,29.832928000000003,-95.14904
77050,4611,29.902887,-95.269296
77051,15085,29.656113,-95.37869599999999
77053,28954,29.583541999999998,-95.460693
77054,22290,29.68025,-95.404913
77055,41989,29.796871000000003,-95.49165
77056,18673,29.748202000000003,-95.468948
77057,39208,29.744081,-95.487974
77058,16406,29.561579,-95.099626
77059,16949,29.613602,-95.11936999999999
77060,40830,29.934695,-95.39487199999999
77061,24457,29.647012,-95.27663000000001
77062,25152,29.573552000000003,-95.130613
77063,34299,29.736295000000002,-95.523292
77064,45847,29.918045000000003,-95.535685
77065,35326,29.926556,-95.60324200000001
77066,31366,29.957234000000003,-95.503258
77067,30559,29.952628999999998,-95.446609
77068,10064,30.007063,-95.488362
77069,16541,29.988446000000003,-95.531201
77070,46017,29.979670000000002,-95.572835
77071,25671,29.652393,-95.521183
77072,56526,29.699688000000002,-95.584817
77073,34790,29.999296,-95.400207
77074,37267,29.687946999999998,-95.515725
77075,37388,29.620420000000003,-95.268939
77076,33803,29.860021000000003,-95.382184
77077,52151,29.750233,-95.61538399999999
77078,14777,29.852379,-95.254076
77079,31280,29.776093,-95.603037
77080,45275,29.815893,-95.522964
77081,47860,29.712099,-95.480935
77082,49900,29.724490000000003,-95.640002
77083,70837,29.694471999999998,-95.649627
77084,95137,29.827485999999997,-95.65992
77085,16074,29.620735999999997,-95.48615
77086,28009,29.917695000000002,-95.489993
77087,36399,29.685621,-95.304159
77088,49660,29.881487,-95.452619
77089,48685,29.586959000000004,-95.225601
77090,32930,30.00824,-95.438996
77091,23472,29.853067,-95.43596600000001
77092,33745,29.830023999999998,-95.474409
77093,46929,29.8634,-95.341409
77094,8498,29.769284999999996,-95.681292
77095,66502,29.909215000000003,-95.651234
77096,32628,29.675339,-95.479372
77098,13076,29.734813,-95.416098
77099,47091,29.670869,-95.58599
77201,0,29.766003,-95.364364
77301,30769,30.307375,-95.438548
77302,18118,30.221853000000003,-95.33881099999999
77303,16710,30.377954,-95.37714
77304,21314,30.324546,-95.50500799999999
77306,11931,30.285840000000004,-95.312397
77316,16036,30.306163,-95.68639
77318,14281,30.438807,-95.533229
77320,33678,30.804668,-95.550872
77326,69,30.504882000000002,-94.817018
77327,20160,30.317569,-94.91766899999999
77328,13993,30.392374,-95.191181
77331,6824,30.629453,-95.158878
77334,141,30.781834999999997,-95.373442
77335,2350,30.574329,-94.911174
77336,12471,30.063168,-95.09885799999999
77338,33971,30.017301,-95.28621700000001
77339,37512,30.046777000000002,-95.22102199999999
77340,29809,30.6402,-95.538432
77342,23,30.740381,-95.555832
77345,26122,30.053105,-95.157943
77346,53578,29.994498999999998,-95.177499
77350,66,30.824427000000004,-94.833454
77351,32517,30.717816,-94.817231
77354,30215,30.216858000000002,-95.647214
77355,24010,30.156257,-95.74925999999999
77356,24498,30.465662,-95.729888
77357,19987,30.161219,-95.189761
77358,4993,30.558321000000003,-95.436252
77359,721,30.751891999999998,-95.301591
77360,5280,30.846249,-95.117513
77362,4600,30.160534000000002,-95.669154
77363,3269,30.316397,-95.84999
77364,2223,30.767587,-95.218681
77365,25769,30.106685,-95.29712099999999
77367,143,30.857215999999998,-95.397909
77368,152,30.443808,-94.82258
77369,1018,30.421815000000002,-94.73533
77371,7665,30.483532,-94.989562
77372,12164,30.23801,-95.16445999999999
77373,54609,30.062169,-95.383966
77374,510,30.396003000000004,-94.62375
77375,39351,30.094886,-95.585826
77376,617,30.443771,-94.66376899999999
77377,28708,30.061727,-95.681504
77378,14685,30.471373999999997,-95.363872
77379,70544,30.040876,-95.52891899999999
77380,23136,30.136971999999997,-95.46836
77381,34961,30.178247999999996,-95.50095999999999
77382,35369,30.194985,-95.548211
77384,11857,30.233845000000002,-95.495681
77385,19534,30.188194,-95.416291
77386,36407,30.100394,-95.356377
77388,40384,30.059307,-95.47068900000001
77389,21255,30.123428000000004,-95.517064
77396,43317,29.944166,-95.258689
77401,17491,29.704019,-95.46090500000001
77406,33682,29.64609,-95.794526
77407,28595,29.670004,-95.708089
77412,106,29.553762,-96.412132
77414,23047,28.908184999999996,-95.868152
77415,46,28.933093,-95.734948
77417,2457,29.464406,-95.966234
77418,9585,29.987116999999998,-96.252942
77419,1512,28.849303000000003,-96.254814
77420,2205,29.258985,-95.930309
77422,13933,28.960571999999996,-95.558277
77423,9483,29.848463,-95.977102
77426,2100,30.1223,-96.258442
77428,61,28.623423,-96.189925
77429,72264,29.997775,-95.669444
77430,2283,29.259878000000004,-95.66766199999999
77432,173,29.067417,-96.188569
77433,50539,29.93433,-95.74763
77434,4816,29.527955,-96.305185
77435,4539,29.515593,-96.120409
77436,73,29.418712,-96.23401899999999
77437,17054,29.212328000000003,-96.280585
77440,37,28.894646999999996,-96.147768
77441,4809,29.670434999999998,-95.922239
77442,1137,29.422280999999998,-96.506236
77443,84,29.349096000000003,-96.19182099999999
77444,784,29.286377,-95.777811
77445,11977,30.099930999999998,-96.065554
77446,5217,30.086834000000003,-95.990493
77447,11872,30.047619,-95.833733
77448,341,29.416446999999998,-96.085418
77449,94382,29.837560999999997,-95.733756
77450,71889,29.745681,-95.742143
77451,77,29.434977000000003,-96.004602
77453,301,29.213765999999996,-95.999923
77454,217,29.522218,-96.218695
77455,2045,29.132609999999996,-96.426592
77456,1303,29.040018,-96.06080899999999
77457,651,28.73116,-95.88186800000001
77458,468,28.951217,-96.237096
77459,56274,29.529061,-95.530597
77460,73,29.397446999999996,-96.384508
77461,10679,29.382583,-95.807011
77464,221,29.592427,-95.955277
77465,7161,28.763461,-96.2304
77466,690,29.792687,-96.012215
77467,57,29.201172999999997,-96.101539
77468,131,29.132669,-95.94109
77469,35321,29.482678000000003,-95.68018599999999
77470,338,29.537157,-96.546208
77471,35241,29.548403999999998,-95.86170600000001
77473,97,29.795147999999998,-96.107713
77474,12782,29.780109000000003,-96.181158
77475,773,29.488623999999998,-96.652467
77476,313,29.687606,-95.95226
77477,35897,29.624309999999998,-95.56796800000001
77478,24739,29.620312,-95.605693
77479,74514,29.566996000000003,-95.636016
77480,8097,29.086319,-95.766667
77481,35,29.473418,-95.558148
77482,2307,29.092421999999996,-95.903553
77483,311,28.788479,-95.83925
77484,11068,30.079593,-95.932264
77485,4054,29.632734000000003,-96.05510500000001
77486,6851,29.155616,-95.68346899999999
77488,14148,29.307215000000003,-96.091291
77489,35554,29.600434000000003,-95.515549
77493,23104,29.853215000000002,-95.831456
77494,61600,29.74063,-95.829571
77498,49906,29.643586,-95.65326999999999
77502,37995,29.679517999999998,-95.199783
77503,24251,29.703477000000003,-95.158895
77504,24529,29.647916,-95.18978
77505,23223,29.645644,-95.140315
77506,35977,29.713919,-95.199702
77507,0,29.624553999999996,-95.063488
77510,13731,29.360426,-95.087402
77511,46627,29.380858,-95.241857
77514,4942,29.700296,-94.603226
77515,30309,29.174921,-95.450088
77517,5315,29.364468,-95.131078
77518,8673,29.507162,-94.987247
77519,1191,30.232894,-94.587172
77520,36489,29.733283,-94.994123
77521,49507,29.802438000000002,-94.970225
77523,17031,29.789523,-94.859125
77530,31086,29.785907,-95.117207
77531,15639,29.046833000000003,-95.392183
77532,26236,29.932871999999996,-95.057187
77533,1022,30.087166999999997,-94.599575
77534,2863,29.231528000000004,-95.314319
77535,31295,30.054436,-94.921994
77536,30690,29.698460999999998,-95.121268
77538,934,29.983919,-94.527364
77539,38806,29.456766,-95.031051
77541,17412,29.021218,-95.278251
77545,19431,29.537301,-95.474615
77546,47636,29.515074,-95.192133
77547,9735,29.735876,-95.238178
77550,23043,29.310534999999998,-94.775768
77551,17753,29.278188,-94.83329
77554,8863,29.253165999999997,-94.92465200000001
77560,1005,29.868546000000002,-94.603021
77561,53,30.166506,-94.735446
77562,10459,29.832539,-95.05089100000001
77563,9103,29.303555,-95.032327
77564,1988,30.191270000000003,-94.67093100000001
77565,5790,29.535935,-95.026393
77566,28739,29.050464,-95.47584300000001
77568,14308,29.363162,-94.98010699999999
77571,35666,29.688431,-95.057338
77573,71580,29.503790000000002,-95.087307
77575,15949,30.075658,-94.733441
77577,1368,29.284543,-95.28151
77578,12672,29.481461,-95.361402
77580,312,29.871693,-94.865324
77581,42383,29.561553999999997,-95.279739
77583,28531,29.381402,-95.46996800000001
77584,70228,29.545325,-95.35006800000001
77585,1014,30.295238,-94.524753
77586,20970,29.583816,-95.03616600000001
77587,16568,29.661032000000002,-95.229784
77590,30374,29.391396999999998,-94.920149
77591,13131,29.399203000000004,-94.997254
77597,777,29.836207,-94.702005
77598,23059,29.53864,-95.1361
77611,8219,30.014437,-93.82824000000001
77612,8901,30.401982,-93.922373
77613,1218,30.052049,-94.360752
77614,603,30.301184000000003,-93.77456600000001
77615,1012,30.327002,-94.051956
77616,1136,30.566846,-94.17931999999999
77617,73,29.506866,-94.520121
77619,16147,29.947515999999997,-93.918571
77622,1390,29.862143,-94.28842900000001
77623,448,29.560344,-94.414427
77624,856,30.685013,-94.29180500000001
77625,8489,30.377234,-94.373937
77627,21454,29.986790999999997,-94.009416
77629,877,29.979840000000003,-94.40307299999999
77630,26796,30.071742999999998,-93.864976
77632,22776,30.201442,-93.804542
77640,16875,29.881613,-93.94085799999999
77642,37111,29.95802,-93.891921
77650,1896,29.426496000000004,-94.685696
77651,13043,29.985971999999997,-93.955832
77655,356,29.710502,-93.93785
77656,17110,30.414773999999998,-94.17365600000001
77657,20003,30.228019,-94.197185
77659,4910,30.170761,-94.429636
77660,1437,30.649822999999998,-94.14075
77661,962,29.751627000000003,-94.420716
77662,27035,30.177937,-94.018189
77663,1353,30.513403999999998,-94.39227
77664,2681,30.601435,-94.41380500000001
77665,6446,29.812998999999998,-94.416117
77701,14674,30.073053,-94.105486
77702,2893,30.086268,-94.128303
77703,15006,30.136892,-94.111285
77705,40475,29.898028999999998,-94.161175
77706,28258,30.102290999999997,-94.173449
77707,17080,30.053431,-94.170654
77708,11518,30.145017,-94.160386
77713,12788,30.065065,-94.252206
77801,15449,30.639284999999997,-96.362454
77802,23288,30.661252,-96.322612
77803,30252,30.681053000000002,-96.38606700000001
77807,9699,30.677687,-96.48360100000001
77808,10634,30.797735999999997,-96.312084
77830,2534,30.527987,-96.01143499999999
77831,3426,30.726709000000003,-95.90388
77833,27492,30.215075,-96.41027199999999
77835,2351,30.193640000000002,-96.588048
77836,11896,30.541565000000002,-96.676232
77837,1587,31.003109000000002,-96.68898100000001
77840,56171,30.609092999999998,-96.32598399999999
77845,48938,30.561384999999998,-96.272583
77853,953,30.354823,-96.840158
77855,238,31.132441999999998,-96.13919
77856,5096,31.0758,-96.425786
77857,757,30.785246,-96.706056
77859,6981,30.871914,-96.526934
77861,2506,30.726087,-96.096428
77864,7647,30.953671999999997,-95.905344
77865,1798,31.235882,-96.22928
77867,105,30.743004,-96.548436
77868,15511,30.369294,-96.054766
77871,3368,31.064171999999996,-96.12691600000001
77872,1716,30.871996999999997,-96.146599
77873,1292,30.569055,-95.80771899999999
77876,197,30.599232,-95.87470400000001
77878,475,30.471301,-96.438114
77879,4670,30.398612,-96.49785200000001
77880,1879,30.286935999999997,-96.18936500000001
77901,41548,28.804947,-96.984711
77904,25002,28.938252000000002,-97.02035
77905,13981,28.731567,-97.043002
77950,197,28.291147,-96.899059
77951,2616,28.634388,-96.901049
77954,11506,29.097034999999998,-97.282413
77957,8187,29.042415000000002,-96.689715
77960,121,28.67673,-97.19868199999999
77961,183,28.857879999999998,-96.353868
77962,3286,29.020933000000003,-96.48980999999999
77963,5459,28.652457000000002,-97.405775
77964,7569,29.380035999999997,-96.836189
77968,2774,28.905088,-96.82905500000001
77969,154,28.775164,-96.65893100000001
77970,295,28.846631,-96.42880699999999
77971,911,28.833262,-96.521612
77973,50,28.543661,-96.97109
77974,455,28.891576,-97.310298
77975,1860,29.5649,-97.083825
77976,126,28.954115,-97.12265500000001
77977,718,28.695562,-96.794157
77978,743,28.667111,-96.570992
77979,17144,28.609718,-96.609368
77982,1253,28.444644,-96.491788
77983,2209,28.429626000000003,-96.574173
77984,4295,29.453328999999997,-97.191865
77987,161,29.342571999999997,-97.07565100000001
77988,326,28.83905,-96.889623
77990,699,28.482983,-96.928782
77991,357,28.798662,-96.61455500000001
77993,148,28.857734000000004,-97.428562
77994,321,29.178194,-97.470843
77995,9567,29.202338,-97.07633299999999
