GEOID,POP10,INTPTLAT,INTPTLONG
40003,1902,38.276689000000005,-85.04382199999999
40004,28245,37.803188,-85.46595500000001
40006,5084,38.597612,-85.33359300000001
40007,166,38.458345,-84.99915
40008,3476,37.908947999999995,-85.275003
40009,1051,37.470226000000004,-85.10735799999999
40010,587,38.372519,-85.45950500000001
40011,2549,38.527667,-85.170096
40012,589,37.900841,-85.191982
40013,5369,37.934851,-85.458027
40014,19986,38.340259,-85.42967800000001
40019,3789,38.380793,-85.16434100000001
40020,109,37.934782,-85.387398
40022,834,38.153467,-85.355023
40023,4118,38.17414,-85.432339
40025,59,38.299699,-85.648691
40026,5458,38.431156,-85.532639
40031,22863,38.430654,-85.40073100000001
40033,12355,37.544124,-85.225553
40036,223,38.41588,-84.982456
40037,2864,37.660798,-85.417677
40040,531,37.777043,-85.069286
40041,286,38.255905,-85.664161
40045,3451,38.68691,-85.358514
40046,1741,38.023931,-85.169791
40047,19345,38.039402,-85.555239
40048,113,37.84704,-85.470265
40049,115,37.663524,-85.395025
40050,1389,38.446036,-85.186747
40051,4799,37.677146,-85.551307
40052,515,37.604128,-85.487942
40055,1752,38.495202,-85.326025
40056,3263,38.305594,-85.48896500000001
40057,3354,38.394194,-85.042908
40058,64,38.432738,-85.170464
40059,16708,38.358108,-85.593622
40060,1184,37.542332,-85.466267
40062,301,37.605455,-85.441513
40063,789,37.571366999999995,-85.339457
40065,28025,38.2165,-85.206928
40067,5114,38.222511,-85.368158
40068,2131,38.395534999999995,-85.274186
40069,8276,37.722374,-85.209126
40070,582,38.468641999999996,-85.23214899999999
40071,14292,38.043009000000005,-85.378807
40075,1323,38.568134,-85.11267
40076,2516,38.113729,-85.08614200000001
40077,564,38.495455,-85.444636
40078,2200,37.835640999999995,-85.153631
40104,1336,38.08554,-86.333004
40107,2067,37.725327,-85.598828
40108,11583,37.970096999999996,-86.172833
40109,1990,38.061071999999996,-85.751385
40110,60,37.932836,-85.658363
40111,1682,37.774709,-86.628999
40115,727,37.727892,-86.228337
40117,2299,37.896583,-86.124289
40118,9724,38.097497,-85.751202
40119,1797,37.608198,-86.553158
40121,10124,37.952624,-85.924406
40140,787,37.763133,-86.353952
40142,2304,37.893218,-86.204086
40143,5939,37.781355,-86.509757
40144,1866,37.74009,-86.368271
