GEOID,POP10,INTPTLAT,INTPTLONG
42001,27960,37.030572,-88.7094
42003,29683,37.005344,-88.581285
42020,2330,36.692634000000005,-88.289872
42021,1505,36.822559999999996,-89.027668
42022,104,37.144988,-88.944769
42023,2422,36.87255,-88.99022099999999
42024,1490,37.077408,-89.050311
42025,19305,36.856894,-88.335064
42027,2291,36.916671,-88.627686
42028,635,37.238907,-88.336844
42029,6321,37.006471999999995,-88.39196
42031,3418,36.685748,-88.99139699999999
42032,192,36.775917,-89.108099
42035,1068,36.900226,-88.84038199999999
42036,1167,36.711521000000005,-88.21454399999999
42037,29,37.172781,-88.18770699999999
42038,5298,37.048002000000004,-88.027242
42039,1751,36.788709000000004,-88.825434
42040,1082,36.625296,-88.497073
42041,4627,36.550373,-88.877352
42044,3404,36.959185,-88.263311
42045,2089,37.063997,-88.263094
42047,192,37.295041,-88.39935200000001
42048,2147,36.765705,-88.22858199999999
42049,1480,36.521138,-88.33375600000001
42050,3256,36.555421,-89.219274
42051,2840,36.850728000000004,-88.64717399999999
42053,4931,37.112649,-88.87782299999999
42054,984,36.714453999999996,-88.43345699999999
42055,2609,37.075226,-88.174049
42056,1982,37.107275,-88.986746
42058,2336,37.058337,-88.465707
42060,130,36.965854,-88.82813
42061,55,36.882838,-88.766366
42064,8421,37.357138,-88.089515
42066,23182,36.732532,-88.639882
42069,1100,36.918791,-88.756493
42071,29655,36.624584999999996,-88.28490699999999
42076,1213,36.571455,-88.106951
42078,1852,37.277815000000004,-88.286799
42079,1426,36.567762,-88.58881099999999
42081,2203,37.226678,-88.41663299999999
42082,1845,36.919858000000005,-88.500423
42083,446,37.161097999999996,-88.287818
42084,83,37.434663,-88.245662
42085,918,36.569521,-88.800945
42086,4036,37.088547,-88.771835
42087,2419,36.975903,-88.996318
42088,2656,36.621221999999996,-88.747697
42101,55648,37.058096,-86.463061
42102,88,37.003731,-86.418234
42103,18936,36.945656,-86.28106600000001
42104,29610,36.883066,-86.44775
42120,2588,36.672853,-86.262112
42122,4368,36.85707,-86.353679
42123,840,36.816327,-85.984847
42124,55,36.870540000000005,-85.643964
42127,6199,37.113569,-85.918463
42129,7026,36.991217999999996,-85.58337900000001
42130,175,36.925865,-85.78630600000001
42133,1370,36.725885999999996,-85.957537
42134,16785,36.72452,-86.56446700000001
42140,1264,36.656541,-85.82889300000001
42141,30349,36.947551000000004,-85.91833100000001
42151,275,36.649747999999995,-85.553812
42153,326,36.662368,-86.066301
42154,691,37.042605,-85.73132
42156,254,36.851328,-86.053664
42157,437,36.781415,-85.81969000000001
42159,1195,36.993145,-86.247946
42160,1992,37.106544,-86.035699
42163,56,37.07906,-86.13414499999999
42164,16277,36.775664,-86.181864
42166,2314,36.880186,-85.708775
42167,8145,36.720987,-85.674109
42170,1403,36.840553,-86.576675
42171,6841,37.036190000000005,-86.17045999999999
42202,2389,36.689923,-86.847555
42204,657,36.684754,-87.076167
42206,5407,36.886677,-86.74301899999999
42207,1207,37.293995,-86.266888
42210,4236,37.206716,-86.252303
42211,13422,36.817943,-87.838269
42214,682,37.138077,-85.683348
42215,1300,36.996009,-87.667395
42217,4117,37.040667,-87.458463
42220,6844,36.893234,-87.178636
42223,19837,36.628264,-87.462873
