GEOID,POP10,INTPTLAT,INTPTLONG
22003,55990,38.829817,-77.21531800000001
22015,43102,38.787814000000004,-77.278973
22025,17379,38.592418,-77.346866
22026,14258,38.56085,-77.296099
22027,2362,38.894844,-77.223065
22030,55066,38.837138,-77.340466
22031,29795,38.859531,-77.258547
22032,29377,38.819046,-77.290301
22033,37691,38.875215000000004,-77.384701
22035,0,38.854496000000005,-77.357416
22039,18364,38.75607,-77.313969
22041,27989,38.844726,-77.143197
22042,33537,38.865024,-77.197125
22043,24302,38.900852,-77.195909
22044,14092,38.862044,-77.154372
22046,16235,38.886334000000005,-77.180975
22060,8878,38.69344,-77.15308399999999
22066,18099,39.012049,-77.302566
22079,32059,38.674606,-77.209739
22101,29887,38.940236,-77.164899
22102,21985,38.949956,-77.229152
22124,17558,38.892996999999994,-77.332554
22125,711,38.6819,-77.26221899999999
22134,6862,38.521753000000004,-77.385028
22150,27105,38.772863,-77.186523
22151,17456,38.804093,-77.20780400000001
22152,28550,38.774493,-77.232029
22153,31285,38.744969,-77.23564
22172,8699,38.564727000000005,-77.37147900000001
22180,23491,38.895439,-77.25613299999999
22181,14879,38.906651000000004,-77.29338800000001
22182,24863,38.937476000000004,-77.273172
22185,0,38.874582000000004,-77.30399200000001
22191,57598,38.622914,-77.262938
22192,53394,38.683699,-77.314673
22193,73047,38.643671000000005,-77.34863100000001
22201,33476,38.886565999999995,-77.09525
22202,22543,38.856835,-77.051484
22203,21850,38.873692,-77.11734
22204,47233,38.860785,-77.098984
22205,17087,38.883513,-77.139524
22206,19051,38.843917,-77.08940799999999
22207,30920,38.906665000000004,-77.124238
22209,12314,38.895022999999995,-77.075463
22211,648,38.880097,-77.070768
22213,2936,38.895203,-77.16245699999999
22214,0,38.868808,-77.07394599999999
22301,11162,38.819853,-77.05964499999999
22302,16485,38.827888,-77.08313199999999
22303,12601,38.79438,-77.078837
22304,44300,38.813140000000004,-77.112126
22305,15440,38.836508,-77.06214
22306,32326,38.755748,-77.09778299999999
22307,9581,38.771982,-77.057273
22308,12737,38.732729,-77.058089
22309,33220,38.720527000000004,-77.106668
22310,29609,38.784071000000004,-77.122817
22311,17560,38.833608,-77.12543199999999
22312,30614,38.815789,-77.154271
22314,29653,38.80686,-77.056439
22315,26202,38.758337,-77.15119200000001
22401,24286,38.299271999999995,-77.48665799999999
22405,29152,38.313488,-77.403848
22406,20757,38.399244,-77.544009
22407,54962,38.283474,-77.575684
22408,26851,38.21894,-77.444023
22427,3286,38.093146000000004,-77.27112199999999
22432,394,37.869524,-76.342347
22433,232,38.367057,-77.859386
22435,2439,37.971751,-76.5678
22436,746,38.084227,-77.117264
22437,725,37.780878,-76.79989
22438,463,38.041022,-76.98074100000001
22443,8083,38.169503000000006,-76.986786
22448,599,38.336332,-77.028442
22454,1796,37.844086,-76.833638
22460,1876,37.868544,-76.61513199999999
22469,1921,38.081058,-76.650166
22473,5099,37.887476,-76.420749
22476,369,38.051047,-77.072949
22480,714,37.662728,-76.41253499999999
22482,2993,37.735631,-76.346113
22485,23004,38.277179,-77.162702
22488,1398,38.049195000000005,-76.587936
22503,4334,37.750398,-76.513471
22504,263,37.768927000000005,-76.720678
22508,12696,38.313187,-77.798472
22509,31,38.120518,-77.079949
22511,1240,37.991033,-76.504028
22514,2603,38.005845,-77.327972
22520,5402,38.122285,-76.806212
22529,335,38.004462,-76.684016
22530,126,37.897826,-76.293047
22534,2796,38.077579,-77.672859
22535,580,38.148454,-77.162837
22538,307,38.204245,-77.258893
22539,2063,37.860634000000005,-76.286041
22542,1950,38.293517,-77.880863
22546,15850,37.942668,-77.448666
22548,73,37.815803,-76.704785
22551,19242,38.169838,-77.700023
22553,13935,38.272028000000006,-77.647788
22554,51463,38.426764,-77.376646
22556,25675,38.472053,-77.510944
22560,6704,37.916112,-76.9612
22567,3163,38.229702,-77.928353
22572,7470,37.965301000000004,-76.771068
22576,1785,37.679576000000004,-76.442195
22578,2510,37.636761,-76.356208
22579,155,37.795598,-76.314938
22580,5160,38.109182000000004,-77.445683
22601,27813,39.174468,-78.173406
22602,28443,39.144249,-78.284807
22603,13910,39.277685999999996,-78.206659
22610,1842,38.824656,-78.27914200000001
22611,8757,39.168882,-77.984613
22620,2348,39.068189000000004,-78.03227700000001
22623,670,38.848927,-78.140663
22624,2565,39.269784,-78.091841
22625,3641,39.372811,-78.310739
22627,637,38.757455,-78.144226
22630,30292,38.930209999999995,-78.174878
22637,1970,39.256651,-78.35299300000001
22639,560,38.813779,-78.019064
22640,532,38.812015,-78.142119
22641,361,39.085146,-78.374963
22642,4414,38.947146000000004,-78.011905
22643,197,38.885568,-77.983339
22644,2177,38.949771999999996,-78.486478
22645,3880,39.021862,-78.27547
22646,205,39.072518,-78.05092900000001
22650,978,38.765084,-78.364632
22652,1399,38.839587,-78.429396
22654,640,38.987823,-78.573422
22655,19328,39.067741999999996,-78.20912299999999
22656,2381,39.219255,-78.089345
22657,10956,39.002621999999995,-78.376112
22660,1689,38.944061,-78.43142900000001
22663,1536,39.05474,-78.11060400000001
22664,8753,38.888919,-78.532453
22701,31444,38.438777,-77.996261
22709,874,38.328731,-78.213737
22711,92,38.467169,-78.274975
22712,8415,38.564008,-77.75724699999999
22713,1406,38.560716,-78.11881600000001
22714,1129,38.519671,-77.89541899999999
22715,1082,38.410696,-78.185599
22716,853,38.629259000000005,-78.104019
22718,534,38.477181,-77.82746
22719,395,38.534889,-78.281252
22720,1059,38.475947999999995,-77.64188100000001
22722,273,38.466262,-78.227068
22723,128,38.334604999999996,-78.380361
22724,2282,38.614645,-77.89398100000001
