GEOID,POP10
76001,30460
76002,30269
76006,22639
76008,13602
76009,19759
76010,55706
76011,21594
76012,25689
76013,30680
76014,34072
76015,16658
76016,30852
76017,44724
76018,26938
76020,27270
76021,33673
76022,13212
76023,5832
76028,59744
76031,17759
76033,24819
76034,22748
76035,1622
76036,22352
76039,32925
76040,27524
76041,434
76043,7071
76044,3866
76048,21989
76049,25130
76050,5875
76051,46320
76052,15995
76053,28421
76054,11764
76055,3084
76058,17123
76059,4881
76060,6764
76061,152
76063,61361
76064,1883
76065,28986
76066,3142
76067,22117
76070,752
76071,3320
76073,5327
76077,590
76078,8572
76082,17748
76084,8327
76085,8787
76086,20196
76087,24746
76088,11499
76092,26669
76093,2095
76102,8111
76103,14572
76104,17446
76105,22194
76106,35389
76107,25917
76108,38227
76109,21710
76110,30434
76111,21685
76112,38993
76114,24741
76115,20696
76116,46746
76117,30645
76118,13866
76119,42761
76120,15283
76123,29722
76126,19395
76127,2003
76129,2833
76131,28374
76132,24709
76133,48394
76134,23704
76135,20684
76137,54911
76140,26340
76148,23331
76155,3115
76164,16748
76177,4891
76179,48058
76180,33444
76182,28209
76201,27107
76205,18510
76207,10579
76208,19782
76209,24018
76210,39556
76225,3156
76226,18419
76227,22141
76228,1119
76230,9711
76233,3235
76234,15587
76238,431
76239,1087
76240,26120
76244,60388
76245,1780
76247,13098
76248,34647
76249,7194
76250,937
76251,731
76252,2863
76253,230
76255,5411
76258,6659
76259,4618
76261,233
76262,27648
76263,44
76264,1412
76265,1893
76266,13495
76268,250
76270,1853
76271,1352
76272,4745
76273,9135
76301,16540
76302,13206
76305,4746
76306,15991
76308,19677
76309,13862
76310,17989
76311,7535
76351,2035
76354,11270
76357,712
76360,3502
76363,256
76364,193
76365,4831
76366,2317
76367,13045
76370,299
76371,1606
76372,974
76373,162
76374,4162
76377,802
76379,591
76380,3820
76384,12991
76388,203
76389,1329
76401,25702
76402,847
76424,8992
76426,11302
76427,804
76429,258
76430,2532
76431,3384
76432,1370
76433,1416
76435,612
76436,212
76437,5721
76442,7545
76443,1897
76444,3635
76445,407
76446,9000
76448,5628
76449,2434
76450,13258
76452,75
76453,1125
76454,1688
76455,1014
76457,3960
76458,6261
76459,146
76460,421
76462,2982
76463,481
76464,506
76466,332
76469,96
76470,3238
76471,1906
76472,1499
76474,281
76475,977
76476,2637
76481,208
76483,1063
76484,1147
76486,1375
76487,2507
76490,91
76491,459
76501,16897
76502,31545
76504,24268
76508,0
76511,3317
76513,34172
76518,1581
76519,626
76520,8413
76522,35534
76523,18
76524,2867
76525,1062
76527,4058
76528,16974
76530,2540
76531,4978
76534,2615
76537,3870
76538,761
76539,7841
76541,19206
76542,40025
76543,30430
76544,29943
76548,26344
76549,44490
76550,11586
76554,2104
76556,1461
76557,5178
76559,5051
76561,962
76565,74
76566,258
76567,8984
76569,2498
76570,2572
76571,6790
76573,26
76574,17661
76577,3046
76578,1766
76579,4258
76596,1274
76597,2882
76598,523
76599,1956
76621,1037
76622,1015
76623,242
76624,2231
76626,1563
76627,1601
76628,111
76629,1989
76630,1840
76631,522
76632,1778
76633,4973
76634,7093
76635,1341
76636,1497
76637,536
76638,2837
76639,1584
76640,3005
76641,1674
76642,7057
76643,13554
76645,11039
76648,2302
76649,790
76650,104
76651,3300
76652,1087
76653,1082
76654,151
76655,7831
76656,2276
76657,9307
76660,506
76661,8708
76664,3514
76665,2526
76666,244
76667,11313
76670,1377
76671,1777
76673,1187
76676,413
76678,263
76679,1432
76680,190
76681,873
76682,2660
76685,108
76686,285
76687,1466
76689,3996
76690,1197
76691,6454
76692,10115
76693,1651
76701,1826
76704,8007
76705,29155
76706,35015
76707,16697
76708,24476
76710,22686
76711,9042
76712,23506
76798,1862
76801,25552
76802,5075
76820,125
76821,4869
76823,2945
76824,35
76825,7091
76827,433
76828,199
76831,63
76832,559
76834,5908
76836,41
76837,3188
76841,61
76842,191
76844,3550
76845,178
76848,78
76849,3944
76852,212
76853,1622
76854,401
76856,3582
76857,1791
76858,254
76859,1982
76861,1995
76862,198
76864,890
76865,160
76866,623
76869,125
76870,251
76871,784
76872,717
76873,55
76874,68
76875,668
76877,4558
76878,1685
76882,252
76884,172
76885,154
76887,126
76888,110
76890,940
76901,27969
76903,31905
76904,32718
76905,11335
76908,1951
76930,156
76932,3390
76933,1365
76934,1296
76935,1606
76936,3377
76937,37
76939,51
76940,176
76941,1348
76943,3693
76945,1665
76949,7
76950,4180
76951,1143
76953,74
76955,133
76957,59
76958,310
