GEOID,POP10
52001,43173
52002,14559
52003,13436
52030,434
52031,5120
52032,1456
52033,3202
52035,1010
52037,1223
52038,491
52039,1158
52040,5526
52041,1608
52042,1999
52043,2321
52044,153
52045,2589
52046,2127
52047,567
52048,333
52049,1270
52050,515
52052,3136
52053,1163
52054,940
52057,8222
52060,8658
52064,847
52065,1130
52066,80
52068,3924
52069,1609
52070,1128
52072,381
52073,1414
52074,310
52076,2295
52077,398
52078,914
52079,782
52101,13864
52132,1938
52133,558
52134,285
52135,864
52136,5967
52140,532
52141,1435
52142,1871
52144,1261
52146,1039
52147,1050
52151,2138
52154,995
52155,1323
52156,659
52157,1828
52158,314
52159,2330
52160,867
52161,1505
52162,3285
52163,276
52164,212
52165,1004
52166,104
52168,188
52169,432
52170,599
52171,1048
52172,6303
52175,3492
52201,1267
52202,1152
52203,1932
52205,8682
52206,2303
52207,383
52208,3153
52209,1074
52210,697
52211,2624
52212,285
52213,4340
52214,3090
52215,843
52216,1428
52217,590
52218,1788
52219,178
52220,237
52221,221
52222,709
52223,1351
52224,2016
52225,447
52227,2461
52228,2772
52229,721
52231,328
52232,178
52233,6981
52235,698
52236,592
52237,1522
52240,32230
52241,18911
52242,1592
52245,22573
52246,21114
52247,5645
52248,1815
52249,965
52251,590
52253,3192
52254,895
52255,1208
52257,210
52301,3873
52302,36980
52305,629
52306,1754
52307,90
52308,132
52309,397
52310,6431
52312,115
52313,397
52314,5865
52315,1222
52316,1659
52317,14775
52318,1033
52320,1203
52321,404
52322,2436
52323,867
52324,1890
52325,873
52326,547
52327,3012
52328,2826
52329,803
52330,900
52332,2006
52333,6168
52334,311
52335,709
52336,2363
52337,845
52338,3283
52339,4504
52340,2180
52341,1093
52342,3274
52345,1468
52346,1085
52347,1410
52348,51
52349,7643
52351,1455
52352,2025
52353,9173
52354,379
52355,277
52356,2656
52358,3733
52359,279
52361,4527
52362,1041
52401,2017
52402,40149
52403,23673
52404,37796
52405,23621
52411,6896
52501,30220
52530,1005
52531,5976
52533,1215
52534,284
52535,888
52536,967
52537,7098
52540,1420
52542,435
52543,291
52544,7847
52548,97
52549,762
52550,585
52551,688
52552,830
52553,1745
52554,1373
52555,344
52556,13247
52557,85
52560,430
52561,962
52563,1583
52565,2027
52566,168
52567,615
52569,610
52570,954
52571,1407
52572,1132
52573,162
52574,826
52576,568
52577,15055
52580,460
52581,305
52583,342
52584,438
52585,988
52586,521
52588,134
52590,1246
52591,3028
52593,142
52594,399
52595,416
52601,29723
52619,594
52620,938
52621,668
52623,1993
52624,290
52625,2802
52626,1346
52627,13105
52630,445
52632,13086
52635,675
52637,2449
52638,514
52639,2002
52640,1447
52641,12357
52644,412
52645,3176
52646,376
52647,229
52649,887
52650,826
52651,646
52653,3570
52654,1728
52655,4219
52656,2359
52657,95
52658,1071
52659,1553
52660,226
52701,108
52720,861
52721,798
52722,34754
52726,4468
52727,409
52728,1110
52729,874
52730,4950
52731,894
52732,28293
52737,384
52738,3567
52739,745
52742,7618
52745,633
52746,967
52747,2106
52748,8850
52749,925
52750,619
52751,1054
52752,515
52753,5153
52754,1274
52755,1928
52756,2133
52757,201
52758,199
52760,533
52761,30678
52765,453
52766,820
52767,349
52768,1426
52769,671
52772,5029
52773,2380
52774,136
52776,4947
52777,1357
52778,4043
52801,1122
52802,10868
52803,22174
52804,27379
52806,27503
52807,13470
