GEOID,POP10
17002,784
17003,11720
17004,5000
17005,368
17006,1052
17007,5591
17009,2007
17010,182
17011,34586
17013,34575
17015,20798
17016,799
17017,1755
17018,4313
17019,17721
17020,9047
17021,1088
17022,29602
17023,3535
17024,1893
17025,16778
17026,3616
17027,2141
17028,3720
17029,371
17030,832
17032,8192
17033,16972
17034,2414
17035,839
17036,21913
17037,1126
17038,8219
17039,37
17040,2787
17041,213
17042,37133
17043,5957
17044,21209
17045,3350
17046,29790
17047,2526
17048,4046
17049,3360
17050,32815
17051,4653
17052,1635
17053,5001
17055,34237
17056,128
17057,21329
17058,1909
17059,7579
17060,1334
17061,7157
17062,3979
17063,3311
17064,645
17065,4222
17066,5348
17067,14232
17068,4298
17069,133
17070,15692
17071,108
17072,193
17073,5271
17074,7477
17075,123
17076,48
17077,46
17078,20218
17080,298
17081,352
17082,3588
17083,109
17084,4340
17086,2499
17087,2767
17088,823
17090,5216
17093,801
17094,2392
17097,925
17098,2528
17099,1179
17101,2212
17102,7628
17103,11848
17104,20962
17109,23131
17110,24433
17111,30714
17112,33850
17113,10749
17120,0
17201,25293
17202,30200
17210,193
17211,368
17212,702
17213,639
17214,1089
17215,347
17217,150
17219,405
17220,534
17221,637
17222,10749
17223,289
17224,1834
17225,18879
17228,1183
17229,1276
17233,5047
17235,672
17236,8895
17237,1917
17238,1794
17239,203
17240,3345
17241,11853
17243,1329
17244,2407
17246,195
17247,366
17249,371
17250,68
17251,158
17252,3608
17253,337
17254,89
17255,1125
17256,91
17257,27996
17260,1164
17261,193
17262,1462
17263,467
17264,2305
17265,496
17266,581
17267,2810
17268,28285
17270,115
17271,339
17272,294
17301,4053
17302,3083
17304,3059
17306,318
17307,5899
17309,2086
17311,252
17313,10899
17314,5929
17315,25756
17316,8266
17317,755
17318,344
17319,10417
17320,7823
17321,2238
17322,6012
17324,4219
17325,27619
17327,7565
17329,2494
17331,50292
17339,6940
17340,10896
17343,180
17344,3656
17345,7679
17347,6202
17349,7570
17350,12886
17352,1292
17353,3228
17355,261
17356,21610
17360,5927
17361,5806
17362,13397
17363,9413
17364,3907
17365,2510
17366,5499
17368,7322
17370,5683
17371,257
17372,4101
17401,17687
17402,36360
17403,39042
17404,35517
17406,22156
17407,2355
17408,22507
17501,4307
17502,2464
17505,1785
17507,62
17508,423
17509,4664
17512,17836
17516,4496
17517,15391
17518,1355
17519,6824
17520,4686
17522,32483
17527,6080
17529,4317
17532,3381
17535,2458
17536,2839
17538,6045
17540,9791
17543,42626
17545,21256
17547,7378
17550,790
17551,10857
17552,17831
17554,7525
17555,7525
17557,13811
17560,5118
17562,4464
17563,3849
17565,2537
17566,12019
17569,5448
17570,291
17572,3859
17576,129
17578,7485
17579,5935
17581,951
17582,2026
17584,8957
17601,49779
17602,52452
17603,61973
17606,392
17701,44661
17702,10721
17721,1604
17723,34
17724,5424
17727,72
17728,5120
17729,159
17730,257
17731,185
17737,6220
17739,32
17740,12754
17742,39
17744,3175
17745,19063
17747,3073
17748,300
17749,244
17750,167
17751,7084
17752,4635
17754,12233
17756,12408
17758,919
17760,557
17762,503
17763,309
17764,2327
17765,1162
17767,91
17768,377
17771,3158
17772,2399
17774,1277
17776,295
17777,7056
17778,102
17779,235
17801,16671
17810,4683
17812,1480
17813,1979
17814,4860
17815,30967
17820,5556
17821,18219
17822,0
17823,1273
17824,4115
17827,657
17829,244
17830,1947
17832,628
17834,3565
17835,219
17836,266
17837,19815
17840,533
17841,4779
17842,8910
17844,10042
17845,2245
17846,3738
17847,12051
17850,645
17851,7841
17853,3221
17855,992
17856,3365
17857,7505
17859,3106
17860,1994
17861,143
17862,577
17864,2445
17865,92
17866,10310
17867,169
17868,1052
17870,14564
17872,9943
17876,1698
17878,1528
17880,72
17881,1556
17884,305
17885,141
17886,895
17887,1778
17888,326
17889,2735
17901,23990
17920,331
17921,7676
17922,4783
17923,433
17925,376
17929,1606
17930,476
17931,8472
17933,89
17934,469
17935,1737
17936,763
17938,2442
17941,834
17943,229
17944,205
17945,180
17946,263
17948,5029
17949,263
17951,325
17952,282
17953,469
17954,4564
17957,328
17959,1422
17960,3868
17961,6958
17963,9317
17964,798
17965,2067
17967,2457
17968,329
17970,3241
17972,11627
17974,344
17976,6937
17978,224
17979,168
17980,3238
17981,2751
17982,430
17983,1620
17985,1226
